# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02819e-05 to 1.05413 h/Mpc,
# number of wavenumbers equal to 112
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       2.582685515258e-03      -8.026152574441e-02      -5.955523798960e+01      -5.956645530089e+01      -5.754775378900e-02      -5.954765954492e+01       4.471166478339e-01       4.471171512875e-01 
       3.251408425830e-03      -9.618262040056e-03      -9.283885409228e+01      -9.285895957369e+01      -3.101783523248e-02      -9.282919603396e+01       4.397835930204e-01       4.397840261603e-01 
       4.093280691400e-03       7.134278285211e-02      -1.439646086946e+02      -1.440011803327e+02      -2.590037679624e-01      -1.439541358820e+02       4.303061199565e-01       4.303064054424e-01 
       5.153135080009e-03       2.294029274274e-01      -2.217719524919e+02      -2.218419017492e+02       2.334394792348e-01      -2.217670660763e+02       4.182634388727e-01       4.182634388727e-01 
       6.487412702632e-03       2.212400355360e-01      -3.388110994501e+02      -3.389511070131e+02       2.251315421109e-01      -3.388312825078e+02       4.032142777159e-01       4.032142777159e-01 
       8.167168708139e-03       2.110062300346e-01      -5.123250012093e+02      -5.126177898615e+02       2.147193243998e-01      -5.124231030453e+02       3.847519415358e-01       3.847519415358e-01 
       1.028185622909e-02       1.988028503049e-01      -7.646259237921e+02      -7.652570383745e+02       2.023002509424e-01      -7.649341064107e+02       3.623897989343e-01       3.623897989343e-01 
       1.294409008721e-02       1.841260544896e-01      -1.122309709928e+03      -1.123690334297e+03       1.873660059821e-01      -1.123140547854e+03       3.357267388932e-01       3.357267388932e-01 
       1.629564394331e-02       1.669798037179e-01      -1.611813899167e+03      -1.614824126929e+03       1.699173232489e-01      -1.613863092275e+03       3.043816337335e-01       3.043816337335e-01 
       2.051500008419e-02       1.471706798705e-01      -2.250192028023e+03      -2.256577612353e+03       1.497601906704e-01      -2.254871602169e+03       2.683326585625e-01       2.683326585625e-01 
       2.582672276973e-02       1.252666187775e-01      -3.031999713047e+03      -3.044764421210e+03       1.274706556514e-01      -3.041771289695e+03       2.283929473351e-01       2.283929473351e-01 
       3.249607424798e-02       1.027145635048e-01      -3.930493618232e+03      -3.953397110270e+03       1.045216935244e-01      -3.948456158466e+03       1.872665628878e-01       1.872665628878e-01 
       4.034271267166e-02       8.322549581042e-02      -4.904587572758e+03      -4.938321644144e+03       8.468984825380e-02      -4.931295899349e+03       1.517489076612e-01       1.517489076612e-01 
       4.693318991710e-02       7.200575636096e-02      -5.744380332743e+03      -5.782682663127e+03       7.327277161391e-02      -5.774655537055e+03       1.312987636948e-01       1.312987636948e-01 
       5.171732747458e-02       6.609816600971e-02      -6.405263428562e+03      -6.443563561877e+03       6.726104018943e-02      -6.435348779906e+03       1.205021061402e-01       1.205021061402e-01 
       5.566652676067e-02       6.218591678577e-02      -6.985366862326e+03      -7.021994998962e+03       6.327990696600e-02      -7.013894238531e+03       1.133615193667e-01       1.133615193667e-01 
       5.919448172593e-02       5.918623536627e-02      -7.520669008454e+03      -7.555156725784e+03       6.022731275976e-02      -7.547260914298e+03       1.078751997457e-01       1.078751997457e-01 
       6.248591393421e-02       5.661293976826e-02      -8.022595897081e+03      -8.055144088069e+03       5.760910650846e-02      -8.047429191031e+03       1.032256447419e-01       1.032256447419e-01 
       6.563871848727e-02       5.429150375490e-02      -8.492585719570e+03      -8.523859190393e+03       5.524686182941e-02      -8.516223335327e+03       9.899688904897e-02       9.899688904897e-02 
       6.871164731816e-02       5.210438564644e-02      -8.928838034767e+03      -8.959843639893e+03       5.302088149649e-02      -8.952128377447e+03       9.496427818677e-02       9.496427818677e-02 
       7.174331877643e-02       4.991285513851e-02      -9.329267726786e+03      -9.361252126295e+03       5.079115148499e-02      -9.353259575925e+03       9.101118146442e-02       9.101118146442e-02 
       7.476096442212e-02       4.777014942841e-02      -9.690446524321e+03      -9.724788509164e+03       4.861041007255e-02      -9.716299712531e+03       8.706544068369e-02       8.706544068369e-02 
       7.778491007956e-02       4.560034137092e-02      -1.001238713253e+04      -1.005047854404e+04       4.640248893453e-02      -1.004127236105e+04       8.311754913932e-02       8.311754913932e-02 
       8.083106741797e-02       4.342672144818e-02      -1.029646113659e+04      -1.033957587036e+04       4.419083427958e-02      -1.032945045629e+04       7.917996007430e-02       7.917996007430e-02 
       8.391241104852e-02       4.130212848636e-02      -1.054667922576e+04      -1.059583417528e+04       4.202868601242e-02      -1.058462943894e+04       7.528664560636e-02       7.528664560636e-02 
       8.703990033691e-02       3.921958702050e-02      -1.077168715688e+04      -1.082750958648e+04       3.990956106433e-02      -1.081512800748e+04       7.149729029615e-02       7.149729029615e-02 
       9.022307926291e-02       3.722780231844e-02      -1.098225996308e+04      -1.104487323020e+04       3.788277256825e-02      -1.103129832656e+04       6.787127809676e-02       6.787127809676e-02 
       9.347048046352e-02       3.536364064049e-02      -1.119264005228e+04      -1.126158485909e+04       3.598581255995e-02      -1.124689334414e+04       6.447306468694e-02       6.447306468694e-02 
       9.678990524985e-02       3.365420775987e-02      -1.141857248834e+04      -1.149278693716e+04       3.424631138171e-02      -1.147715162084e+04       6.135764430000e-02       6.135764430000e-02 
       1.001886222721e-01       3.212140711104e-02      -1.167568344910e+04      -1.175355077612e+04       3.268654176011e-02      -1.173723263191e+04       5.856303705557e-02       5.856303705557e-02 
       1.036735111666e-01       3.077390112193e-02      -1.197779904057e+04      -1.205729300353e+04       3.131532504799e-02      -1.204061741478e+04       5.610580913395e-02       5.610580913395e-02 
       1.072511679766e-01       2.960707684464e-02      -1.233417844183e+04      -1.241308657296e+04       3.012793868345e-02      -1.239640737049e+04       5.397423131706e-02       5.397423131706e-02 
       1.109279833762e-01       2.859085605530e-02      -1.274747533090e+04      -1.282370486105e+04       2.909389894782e-02      -1.280735514255e+04       5.212810098213e-02       5.212810098213e-02 
       1.147102011423e-01       2.770391669461e-02      -1.321171045316e+04      -1.328363601093e+04       2.819126628039e-02      -1.326787256480e+04       5.050006019401e-02       5.050006019401e-02 
       1.186039620426e-01       2.688314604871e-02      -1.371217621430e+04      -1.377898297822e+04       2.735606951533e-02      -1.376393149342e+04       4.900481958802e-02       4.900481958802e-02 
       1.226153368240e-01       2.608123747182e-02      -1.422500287482e+04      -1.428695966768e+04       2.654007681699e-02      -1.427257175993e+04       4.754527139501e-02       4.754527139501e-02 
       1.267503510158e-01       2.525551001716e-02      -1.472104502850e+04      -1.477961588862e+04       2.569974749794e-02      -1.476565197971e+04       4.603084770647e-02       4.603084770647e-02 
       1.310150036126e-01       2.435568880383e-02      -1.517109739683e+04      -1.522884624258e+04       2.478412400787e-02      -1.521489148924e+04       4.439371393982e-02       4.439371393982e-02 
       1.354152812724e-01       2.336757387727e-02      -1.555167246414e+04      -1.561190105271e+04       2.377869100662e-02      -1.559742414590e+04       4.260025669292e-02       4.260025669292e-02 
       1.399571693792e-01       2.230548428008e-02      -1.585134284652e+04      -1.591748765956e+04       2.269786880447e-02      -1.590193805538e+04       4.065878931808e-02       4.065878931808e-02 
       1.446466611302e-01       2.118720172229e-02      -1.607790101962e+04      -1.615276850537e+04       2.155994792577e-02      -1.613569859785e+04       3.862474562375e-02       3.862474562375e-02 
       1.494897656872e-01       2.007031594709e-02      -1.625799616679e+04      -1.634299837440e+04       2.042337855969e-02      -1.632418570617e+04       3.658501944098e-02       3.658501944098e-02 
       1.544925163510e-01       1.900384228931e-02      -1.643597410616e+04      -1.653057889190e+04       1.933816798738e-02      -1.651011288210e+04       3.464414394225e-02       3.464414394225e-02 
       1.596609796727e-01       1.804475119552e-02      -1.666349854872e+04      -1.676512321799e+04       1.836220372268e-02      -1.674342083179e+04       3.289586412004e-02       3.289586412004e-02 
       1.650012663827e-01       1.722242805127e-02      -1.698577615594e+04      -1.709025439083e+04       1.752542468611e-02      -1.706798404459e+04       3.139802701903e-02       3.139802701903e-02 
       1.705195449989e-01       1.654024916432e-02      -1.742617065100e+04      -1.752883137635e+04       1.683124665181e-02      -1.750673908520e+04       3.015446407850e-02       3.015446407850e-02 
       1.762220589654e-01       1.596867541577e-02      -1.797303074602e+04      -1.807011642629e+04       1.624958771022e-02      -1.804879904704e+04       2.910867602779e-02       2.910867602779e-02 
       1.821151481601e-01       1.545414404643e-02      -1.858409476548e+04      -1.867411913346e+04       1.572599191100e-02      -1.865380646335e+04       2.816890783661e-02       2.816890783661e-02 
       1.882052756108e-01       1.493163236764e-02      -1.918304023571e+04      -1.926759454612e+04       1.519428275245e-02      -1.924802444655e+04       2.721555910615e-02       2.721555910615e-02 
       1.944990602566e-01       1.434965342715e-02      -1.969183974347e+04      -1.977528753179e+04       1.460206821962e-02      -1.975575735926e+04       2.615491747176e-02       2.615491747176e-02 
       2.010033166097e-01       1.369022752824e-02      -2.006641924423e+04      -2.015441953699e+04       1.393108891194e-02      -2.013402296498e+04       2.495851821895e-02       2.495851821895e-02 
       2.077251022017e-01       1.298658437178e-02      -2.031920280966e+04      -2.041646171810e+04       1.321502996706e-02      -2.039444793049e+04       2.367165791244e-02       2.367165791244e-02 
       2.146717737577e-01       1.228012119287e-02      -2.051719150450e+04      -2.062532570619e+04       1.249618404618e-02      -2.060144046281e+04       2.238939627372e-02       2.238939627372e-02 
       2.218510531358e-01       1.163446993509e-02      -2.075343140420e+04      -2.087003764359e+04       1.183916362541e-02      -2.084467117417e+04       2.121127351386e-02       2.121127351386e-02 
       2.292711042179e-01       1.108432816519e-02      -2.111362479643e+04      -2.123322559557e+04       1.127932346884e-02      -2.120725684635e+04       2.020600871225e-02       2.020600871225e-02 
       2.369406221479e-01       1.062751197969e-02      -2.162848880853e+04      -2.174522379016e+04       1.081449634912e-02      -2.171958687559e+04       1.937613698998e-02       1.937613698998e-02 
       2.448689366170e-01       1.023199264233e-02      -2.224369201911e+04      -2.235451378212e+04       1.041198811467e-02      -2.232968877790e+04       1.865133679686e-02       1.865133679686e-02 
       2.530661313066e-01       9.834684202414e-03      -2.284762153605e+04      -2.295415996394e+04       1.000773274874e-02      -2.292987804380e+04       1.793198544827e-02       1.793198544827e-02 
       2.615431821533e-01       9.406439397467e-03      -2.333437684945e+04      -2.344206469438e+04       9.571903869590e-03      -2.341745244822e+04       1.714539618374e-02       1.714539618374e-02 
       2.703121178459e-01       8.934776728356e-03      -2.367216161495e+04      -2.378680652434e+04       9.091950466585e-03      -2.376093701681e+04       1.628647952150e-02       1.628647952150e-02 
       2.793862069382e-01       8.457449156317e-03      -2.393413796482e+04      -2.405796895439e+04       8.606244703003e-03      -2.403049172225e+04       1.541868795443e-02       1.541868795443e-02 
       2.887801772645e-01       8.022901027496e-03      -2.425512773595e+04      -2.438521996819e+04       8.164061623614e-03      -2.435660638820e+04       1.462772224365e-02       1.462772224365e-02 
       2.985104750560e-01       7.653129432388e-03      -2.471881977039e+04      -2.484940720901e+04       7.787757838424e-03      -2.482057905480e+04       1.395042513070e-02       1.395042513070e-02 
       3.085955734480e-01       7.326411269498e-03      -2.529994684936e+04      -2.542715939940e+04       7.455315731586e-03      -2.539872919352e+04       1.335756474307e-02       1.335756474307e-02 
       3.190563431372e-01       7.009964592546e-03      -2.587507436420e+04      -2.600018785982e+04       7.133279876685e-03      -2.597194436766e+04       1.277804408377e-02       1.277804408377e-02 
       3.299165021132e-01       6.672933258598e-03      -2.633484526018e+04      -2.646291732141e+04       6.790316004768e-03      -2.643404922670e+04       1.216326869837e-02       1.216326869837e-02 
       3.412031671062e-01       6.323350832952e-03      -2.669448666399e+04      -2.682933369888e+04       6.434608551613e-03      -2.679923251609e+04       1.152898127742e-02       1.152898127742e-02 
       3.529475373420e-01       5.994556062722e-03      -2.706944388996e+04      -2.720985758520e+04       6.100007718074e-03      -2.717872062894e+04       1.092706136688e-02       1.092706136688e-02 
       3.651857524131e-01       5.701156282043e-03      -2.756316055013e+04      -2.770462464616e+04       5.801450175612e-03      -2.767317190948e+04       1.039264218208e-02       1.039264218208e-02 
       3.779599821545e-01       5.430887524584e-03      -2.813194013548e+04      -2.827217014890e+04       5.526435955449e-03      -2.824076156490e+04       9.901008856519e-03       9.901008856519e-03 
       3.913198298620e-01       5.161277159471e-03      -2.865953302840e+04      -2.880109920036e+04       5.252081271194e-03      -2.876931750395e+04       9.409369680294e-03       9.409369680294e-03 
       4.053241650186e-01       4.886602488868e-03      -2.910495300254e+04      -2.925139511373e+04       4.972563530319e-03      -2.921867288080e+04       8.907384042240e-03       8.907384042240e-03 
       4.200435544926e-01       4.621467605389e-03      -2.956023561920e+04      -2.971105042802e+04       4.702766138693e-03      -2.967746884550e+04       8.424281924705e-03       8.424281924705e-03 
       4.355635429902e-01       4.375778253532e-03      -3.010129848415e+04      -3.025336075965e+04       4.452765639472e-03      -3.021941703546e+04       7.977700407712e-03       7.977700407712e-03 
       4.519891634850e-01       4.141847644855e-03      -3.067759295071e+04      -3.083070067915e+04       4.214707863651e-03      -3.079641850656e+04       7.549859192476e-03       7.549859192476e-03 
       4.694512703745e-01       3.905250354951e-03      -3.120830946747e+04      -3.136513835140e+04       3.973959837056e-03      -3.133008411277e+04       7.119921542939e-03       7.119921542939e-03 
       4.881156447239e-01       3.674906255164e-03      -3.174291223584e+04      -3.190355906825e+04       3.739553511240e-03      -3.186771550279e+04       6.698848572296e-03       6.698848572296e-03 
       5.081964414487e-01       3.455514469554e-03      -3.235354074732e+04      -3.251612744568e+04       3.516299613622e-03      -3.247978638274e+04       6.298608419116e-03       6.298608419116e-03 
       5.299766700918e-01       3.238255287234e-03      -3.297395752111e+04      -3.313952470832e+04       3.295218571674e-03      -3.310250967923e+04       5.902582982753e-03       5.902582982753e-03 
       5.538405189622e-01       3.022047268335e-03      -3.360565767933e+04      -3.377510415234e+04       3.075207573137e-03      -3.373726193434e+04       5.508521721297e-03       5.508521721297e-03 
       5.803265340137e-01       2.810057392300e-03      -3.430881170953e+04      -3.448121174346e+04       2.859488401836e-03      -3.444267651456e+04       5.122084290032e-03       5.122084290032e-03 
       6.102194791086e-01       2.596484610101e-03      -3.505112459068e+04      -3.522752490883e+04       2.642158814981e-03      -3.518811082609e+04       4.732803808534e-03       4.732803808534e-03 
       6.447184049767e-01       2.380796833158e-03      -3.587626764374e+04      -3.605665137239e+04       2.422676834261e-03      -3.601633768655e+04       4.339643934064e-03       4.339643934064e-03 
       6.857656209771e-01       2.158683149756e-03      -3.680309753206e+04      -3.698824148530e+04       2.196656014680e-03      -3.694686961279e+04       3.934784156535e-03       3.934784156535e-03 
       7.367420631734e-01       1.925111949080e-03      -3.789151748688e+04      -3.808205615400e+04       1.958983674149e-03      -3.803947422305e+04       3.509928405863e-03       3.509928405863e-03 
       8.040554955073e-01       1.673087157839e-03      -3.922540514849e+04      -3.942263947313e+04       1.702525866946e-03      -3.937856051468e+04       3.050580372190e-03       3.050580372190e-03 
       9.008920713074e-01       1.392565734376e-03      -4.097424537385e+04      -4.118026658365e+04       1.417062222320e-03      -4.113422350805e+04       2.538355575113e-03       2.538355575113e-03 
       1.054131583796e+00       1.077486088341e-03      -4.341856760685e+04      -4.363687395320e+04       1.096444795462e-03      -4.358808502133e+04       1.964594039227e-03       1.964594039227e-03 
