# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:gr.fac. D             15:gr.fac. f          
       7.958873896217e+10       1.193296033684e-19       5.823765604873e-06       1.366619726715e+16       1.537679973704e+04       1.932032086117e-07       1.223820100361e+15       3.362353064765e-06       1.104852307153e+32       1.374293680178e+24       6.871468400888e+24       7.627969334204e+31       1.867649323031e+32       6.027347947208e-05       1.401335388595e-01 
       7.903549052842e+10       1.210060649538e-19       5.864532795385e-06       1.347686085114e+16       1.537679973700e+04       1.945556310716e-07       1.215312909987e+15       3.385889535903e-06       1.074450332711e+32       1.345832890421e+24       6.729164452104e+24       7.418072203846e+31       1.816257633846e+32       6.033239784944e-05       1.399966900955e-01 
       7.848608791298e+10       1.227060791477e-19       5.905583748245e-06       1.329014757002e+16       1.537679973696e+04       1.959175204887e-07       1.206864855991e+15       3.409590762335e-06       1.044884922618e+32       1.317961506382e+24       6.589807531912e+24       7.213950765996e+31       1.766280078295e+32       6.039131622700e-05       1.398601083567e-01 
       7.794050438226e+10       1.244299768408e-19       5.946923920419e-06       1.310602108190e+16       1.537679973692e+04       1.972889431317e-07       1.198475527296e+15       3.433457897347e-06       1.016133057317e+32       1.290667321827e+24       6.453336609134e+24       7.015446092211e+31       1.717677743978e+32       6.045023460474e-05       1.397237928623e-01 
       7.739871338849e+10       1.261780935723e-19       5.988551492919e-06       1.292444554845e+16       1.537679973688e+04       1.986699657332e-07       1.190144515682e+15       3.457492102300e-06       9.881723506799e+31       1.263938383302e+24       6.319691916510e+24       6.822403627248e+31       1.670412789241e+32       6.050915298267e-05       1.395877428347e-01 
       7.686068856846e+10       1.279507695955e-19       6.030471922713e-06       1.274538562780e+16       1.537679973684e+04       2.000606554929e-07       1.181871415768e+15       3.481694546683e-06       9.609810325690e+31       1.237762984905e+24       6.188814924527e+24       6.634673068725e+31       1.624448413707e+32       6.056807136079e-05       1.394519574991e-01 
       7.632640374221e+10       1.297483499439e-19       6.072685209801e-06       1.256880646776e+16       1.537679973680e+04       2.014610800809e-07       1.173655824989e+15       3.506066408172e-06       9.345379318920e+31       1.212129663156e+24       6.060648315781e+24       6.452108250098e+31       1.579748829630e+32       6.062698973911e-05       1.393164360838e-01 
       7.579583291178e+10       1.315711844982e-19       6.115193173173e-06       1.239467369898e+16       1.537679973675e+04       2.028713076410e-07       1.165497343580e+15       3.530608872687e-06       9.088224601169e+31       1.187027191975e+24       5.935135959875e+24       6.274567026854e+31       1.536279234024e+32       6.068590811762e-05       1.391811778203e-01 
       7.526895025991e+10       1.334196280550e-19       6.157999450807e-06       1.222295342826e+16       1.537679973671e+04       2.042914067940e-07       1.157395574554e+15       3.555323134448e-06       8.838145952414e+31       1.162444577769e+24       5.812222888843e+24       6.101911165841e+31       1.494005781572e+32       6.074482649632e-05       1.390461819427e-01 
       7.474573014882e+10       1.352940403949e-19       6.201105861692e-06       1.205361223200e+16       1.537679973667e+04       2.057214466411e-07       1.149350123685e+15       3.580210396037e-06       8.594948662044e+31       1.138371054613e+24       5.691855273067e+24       5.934006237635e+31       1.452895558270e+32       6.080374487522e-05       1.389114476885e-01 
       7.422614711894e+10       1.371947863536e-19       6.244514224818e-06       1.188661714963e+16       1.537679973662e+04       2.071614967671e-07       1.141360599484e+15       3.605271868452e-06       8.358443377255e+31       1.114796079542e+24       5.573980397711e+24       5.770721511879e+31       1.412916555801e+32       6.086266325433e-05       1.387769742977e-01 
       7.371017588767e+10       1.391222358918e-19       6.288226359175e-06       1.172193567726e+16       1.537679973658e+04       2.086116272440e-07       1.133426613188e+15       3.630508771169e-06       8.128445955623e+31       1.091709327926e+24       5.458546639632e+24       5.611929855493e+31       1.374037646614e+32       6.092158163363e-05       1.386427610136e-01 
       7.319779134819e+10       1.410767641683e-19       6.332244083751e-06       1.155953576129e+16       1.537679973654e+04       2.100719086343e-07       1.125547778733e+15       3.655922332200e-06       7.904777321730e+31       1.069100688954e+24       5.345503444768e+24       5.457507633688e+31       1.336228559688e+32       6.098050001313e-05       1.385088070823e-01 
       7.268896856816e+10       1.430587516123e-19       6.376569217537e-06       1.139938579222e+16       1.537679973649e+04       2.115424119942e-07       1.117723712740e+15       3.681513788153e-06       7.687263327734e+31       1.046960261201e+24       5.234801306004e+24       5.307334613709e+31       1.299459856962e+32       6.103941839284e-05       1.383751117528e-01 
       7.218368278859e+10       1.450685839975e-19       6.421205398510e-06       1.124145459848e+16       1.537679973645e+04       2.130232088777e-07       1.109954034495e+15       3.707284384292e-06       7.475734617783e+31       1.025278348297e+24       5.126391741485e+24       5.161293871217e+31       1.263702910417e+32       6.109833677276e-05       1.382416742770e-01 
       7.168190942258e+10       1.471066525175e-19       6.466152626672e-06       1.108571144036e+16       1.537679973640e+04       2.145143713393e-07       1.102238365929e+15       3.733235374599e-06       7.270026496152e+31       1.004045454678e+24       5.020227273388e+24       5.019271699254e+31       1.228929879783e+32       6.115725515288e-05       1.381084939096e-01 
       7.118362405415e+10       1.491733538619e-19       6.511416358990e-06       1.093212600402e+16       1.537679973636e+04       2.160159719382e-07       1.094576331604e+15       3.759368021833e-06       7.069978799009e+31       9.832522814249e+23       4.916261407125e+24       4.881157519711e+31       1.195113690867e+32       6.121617353321e-05       1.379755699084e-01 
       7.068880243704e+10       1.512690902930e-19       6.556996595464e-06       1.078066839560e+16       1.537679973631e+04       2.175280837413e-07       1.086967558690e+15       3.785683597592e-06       6.875435769718e+31       9.628897221967e+23       4.814448610983e+24       4.746843797234e+31       1.162228014469e+32       6.127509191375e-05       1.378429015338e-01 
       7.019742049354e+10       1.533942697250e-19       6.602895155083e-06       1.063130913542e+16       1.537679973627e+04       2.190507803269e-07       1.079411676947e+15       3.812183382376e-06       6.686245937561e+31       9.429488592372e+23       4.714744296186e+24       4.616225955492e+31       1.130247245882e+32       6.133401029450e-05       1.377104880492e-01 
       6.970945431330e+10       1.555493058023e-19       6.649115675827e-06       1.048401915220e+16       1.537679973622e+04       2.205841357887e-07       1.071908318712e+15       3.838868665647e-06       6.502261999807e+31       9.234209594721e+23       4.617104797361e+24       4.489202295761e+31       1.099146484962e+32       6.139292867546e-05       1.375783287208e-01 
       6.922488015218e+10       1.577346179812e-19       6.695659976685e-06       1.033876977744e+16       1.537679973617e+04       2.221282247387e-07       1.064457118876e+15       3.865740745896e-06       6.323340707020e+31       9.042974706838e+23       4.521487353419e+24       4.365673917735e+31       1.068901516733e+32       6.145184705665e-05       1.374464228175e-01 
       6.874367443111e+10       1.599506316105e-19       6.742529876647e-06       1.019553273980e+16       1.537679973613e+04       2.236831223113e-07       1.057057714868e+15       3.892800930701e-06       6.149342751530e+31       8.855700177660e+23       4.427850088830e+24       4.245544642527e+31       1.039488792540e+32       6.151076543804e-05       1.373147696111e-01 
       6.826581373492e+10       1.621977780148e-19       6.789727194700e-06       1.005428015965e+16       1.537679973608e+04       2.252489041669e-07       1.049709746638e+15       3.920050536793e-06       5.980132658962e+31       8.672303990554e+23       4.336151995277e+24       4.128720937785e+31       1.010885411709e+32       6.156968381966e-05       1.371833683764e-01 
       6.779127481119e+10       1.644764945786e-19       6.837255568826e-06       9.914984543594e+15       1.537679973603e+04       2.268256464955e-07       1.042412856637e+15       3.947490890123e-06       5.815578682760e+31       8.492705827408e+23       4.246352913704e+24       4.015111844862e+31       9.830691037184e+31       6.162860220150e-05       1.370522183905e-01 
       6.732003456916e+10       1.667872248310e-19       6.885114999022e-06       9.777618779152e+15       1.537679973598e+04       2.284134260204e-07       1.035166689805e+15       3.975123325919e-06       5.655552701609e+31       8.316827033444e+23       4.158413516722e+24       3.904628908003e+31       9.560182108621e+31       6.168752058356e-05       1.369213189336e-01 
       6.685207007856e+10       1.691304185322e-19       6.933310942259e-06       9.642156129463e+15       1.537679973594e+04       2.300123200020e-07       1.027970893546e+15       4.002949188760e-06       5.499930119679e+31       8.144590582779e+23       4.072295291390e+24       3.797186105469e+31       9.297116713823e+31       6.174643896585e-05       1.367906692886e-01 
       6.638735856853e+10       1.715065317614e-19       6.981845217524e-06       9.508570228090e+15       1.537679973589e+04       2.316224062414e-07       1.020825117718e+15       4.030969832635e-06       5.348589769616e+31       7.975921044691e+23       3.987960522345e+24       3.692699782561e+31       9.041290030732e+31       6.180535734836e-05       1.366602687411e-01 
       6.592587742649e+10       1.739160270049e-19       7.030717824819e-06       9.376835073886e+15       1.537679973584e+04       2.332437630845e-07       1.013729014612e+15       4.059186621011e-06       5.201413818202e+31       7.810744550579e+23       3.905372275289e+24       3.591088586490e+31       8.792502873336e+31       6.186427573110e-05       1.365301165794e-01 
       6.546760419706e+10       1.763593732465e-19       7.079932402121e-06       9.246925025934e+15       1.537679973579e+04       2.348764694255e-07       1.006682238936e+15       4.087600926899e-06       5.058287674607e+31       7.648988761619e+23       3.824494380809e+24       3.492273403031e+31       8.550561536577e+31       6.192319411407e-05       1.364002120946e-01 
       6.501251658095e+10       1.788370460591e-19       7.129492587410e-06       9.118814798554e+15       1.537679973574e+04       2.365206047109e-07       9.996844477970e+14       4.116214132921e-06       4.919099901174e+31       7.490582837078e+23       3.745291418539e+24       3.396177294930e+31       8.315277645539e+31       6.198211249727e-05       1.362705545803e-01 
       6.456059243386e+10       1.813495276966e-19       7.179398380686e-06       8.992479456384e+15       1.537679973569e+04       2.381762489432e-07       9.927353006883e+14       4.145027631380e-06       4.783742126650e+31       7.335457403294e+23       3.667728701647e+24       3.302725441996e+31       8.086468008773e+31       6.204103088070e-05       1.361411433330e-01 
       6.411180976545e+10       1.838973071881e-19       7.229653419927e-06       8.867894409526e+15       1.537679973564e+04       2.398434826852e-07       9.858344594681e+14       4.174042824320e-06       4.652108961809e+31       7.183544523290e+23       3.591772261645e+24       3.211845082850e+31       7.863954475671e+31       6.209994926437e-05       1.360119776517e-01 
       6.366614673824e+10       1.864808804332e-19       7.280261343112e-06       8.745035408757e+15       1.537679973559e+04       2.415223870634e-07       9.789815883458e+14       4.203261123605e-06       4.524097917397e+31       7.034777667022e+23       3.517388833511e+24       3.123465458271e+31       7.647563797754e+31       6.215886764828e-05       1.358830568383e-01 
       6.322358166652e+10       1.891007502983e-19       7.331223969231e-06       8.623878540815e+15       1.537679973554e+04       2.432130437722e-07       9.721763538649e+14       4.232683950978e-06       4.399609324334e+31       6.889091682245e+23       3.444545841122e+24       3.037517756104e+31       7.437127493784e+31       6.221778603243e-05       1.357543801970e-01 
       6.278409301536e+10       1.917574267146e-19       7.382543117274e-06       8.504400223738e+15       1.537679973549e+04       2.449155350779e-07       9.654184248868e+14       4.262312738136e-06       4.278546256114e+31       6.746422765976e+23       3.373211382988e+24       2.953935057682e+31       7.232481718581e+31       6.227670441681e-05       1.356259470349e-01 
       6.234765939952e+10       1.944514267774e-19       7.434220606228e-06       8.386577202277e+15       1.537679973543e+04       2.466299438228e-07       9.587074725748e+14       4.292148926796e-06       4.160814453332e+31       6.606708436553e+23       3.303354218277e+24       2.872652285726e+31       7.033467135460e+31       6.233562280144e-05       1.354977566617e-01 
       6.191425958239e+10       1.971832748465e-19       7.486260074074e-06       8.270386543372e+15       1.537679973538e+04       2.483563534289e-07       9.520431703783e+14       4.322193968770e-06       4.046322250301e+31       6.469887506273e+23       3.234943753137e+24       2.793606153671e+31       6.839928792165e+31       6.239454118632e-05       1.353698083895e-01 
       6.148387247502e+10       1.999535026486e-19       7.538663339801e-06       8.155805631684e+15       1.537679973533e+04       2.500948479022e-07       9.454251940163e+14       4.352449326031e-06       3.934980503678e+31       6.335900054592e+23       3.167950027296e+24       2.716735116396e+31       6.651716000228e+31       6.245345957144e-05       1.352421015333e-01 
       6.105647713502e+10       2.027626493806e-19       7.591434041387e-06       8.042812165195e+15       1.537679973528e+04       2.518455118369e-07       9.388532214621e+14       4.382916470785e-06       3.826702523056e+31       6.204687401883e+23       3.102343700941e+24       2.641979322304e+31       6.468682217641e+31       6.251237795681e-05       1.351146354104e-01 
       6.063205276561e+10       2.056112618144e-19       7.644573997823e-06       7.931384150869e+15       1.537679973522e+04       2.536084304190e-07       9.323269329277e+14       4.413596885546e-06       3.721404003469e+31       6.076192083741e+23       3.038096041871e+24       2.569280566720e+31       6.290684934761e+31       6.257129634243e-05       1.349874093408e-01 
       6.021057871456e+10       2.084998944037e-19       7.698086847086e-06       7.821499900366e+15       1.537679973517e+04       2.553836894313e-07       9.258460108479e+14       4.444492063202e-06       3.619002959754e+31       5.950357825813e+23       2.975178912907e+24       2.498582246575e+31       6.117585563350e+31       6.263021472831e-05       1.348604226472e-01 
       5.979203447320e+10       2.114291093917e-19       7.751972589176e-06       7.713138025828e+15       1.537679973512e+04       2.571713752566e-07       9.194101398649e+14       4.475603507093e-06       3.519419662713e+31       5.827129519153e+23       2.913564759577e+24       2.429829316331e+31       5.949249328673e+31       6.268913311444e-05       1.347336746545e-01 
       5.937639967542e+10       2.143994769205e-19       7.806236681063e-06       7.606277435709e+15       1.537679973506e+04       2.589715748826e-07       9.130190068133e+14       4.506932731085e-06       3.422576577040e+31       5.706453196090e+23       2.853226598045e+24       2.362968245131e+31       5.785545164558e+31       6.274805150082e-05       1.346071646905e-01 
       5.896365409669e+10       2.174115751420e-19       7.860880941735e-06       7.500897330675e+15       1.537679973501e+04       2.607843759061e-07       9.066723007045e+14       4.538481259636e-06       3.328398300949e+31       5.588276006588e+23       2.794138003294e+24       2.297946975110e+31       5.626345611355e+31       6.280696988747e-05       1.344808920853e-01 
       5.855377765307e+10       2.204659903309e-19       7.915907190181e-06       7.396977199552e+15       1.537679973495e+04       2.626098665367e-07       9.003697127116e+14       4.570250627880e-06       3.236811507470e+31       5.472546195104e+23       2.736273097552e+24       2.234714880869e+31       5.471526716692e+31       6.286588827437e-05       1.343548561715e-01 
       5.814675040022e+10       2.235633169980e-19       7.971317245392e-06       7.294496815336e+15       1.537679973490e+04       2.644481356016e-07       8.941109361546e+14       4.602242381693e-06       3.147744887354e+31       5.359213077923e+23       2.679606538962e+24       2.173222730059e+31       5.320967938966e+31       6.292480666154e-05       1.342290562844e-01 
       5.774255253244e+10       2.267041580069e-19       8.027116564335e-06       7.193436231255e+15       1.537679973484e+04       2.662992725501e-07       8.878956664853e+14       4.634458077775e-06       3.061129093553e+31       5.248227020957e+23       2.624113510479e+24       2.113422645044e+31       5.174552053490e+31       6.298372504898e-05       1.341034917615e-01 
       5.734116438172e+10       2.298891246904e-19       8.083306966000e-06       7.093775776887e+15       1.537679973479e+04       2.681633674572e-07       8.817236012725e+14       4.666899283720e-06       2.976896687226e+31       5.139539418011e+23       2.569769709006e+24       2.055268065626e+31       5.032165061224e+31       6.304264343668e-05       1.339781619431e-01 
       5.694256641676e+10       2.331188369702e-19       8.139890269376e-06       6.995496054331e+15       1.537679973473e+04       2.700405110286e-07       8.755944401873e+14       4.699567578099e-06       2.894982085231e+31       5.033102669494e+23       2.516551334747e+24       1.998713712796e+31       4.893696100013e+31       6.310156182465e-05       1.338530661717e-01 
       5.654673924201e+10       2.363939234771e-19       8.196868293453e-06       6.898577934430e+15       1.537679973467e+04       2.719307946050e-07       8.695078849885e+14       4.732464550531e-06       2.815321509064e+31       4.928870161573e+23       2.464435080786e+24       1.943715553475e+31       4.759037358272e+31       6.316048021289e-05       1.337282037923e-01 
       5.615366359678e+10       2.397150216737e-19       8.254246495198e-06       6.803002553053e+15       1.537679973461e+04       2.738343101664e-07       8.634636395080e+14       4.765591801760e-06       2.737852935199e+31       4.826796245762e+23       2.413398122881e+24       1.890230766234e+31       4.628083991042e+31       6.321939860141e-05       1.336035741526e-01 
       5.576332035426e+10       2.430827779781e-19       8.312026693602e-06       6.708751307414e+15       1.537679973456e+04       2.757511503367e-07       8.574614096367e+14       4.798950943740e-06       2.662516046798e+31       4.726836218924e+23       2.363418109462e+24       1.838217707952e+31       4.500734038360e+31       6.327831699020e-05       1.334791766023e-01 
       5.537569052056e+10       2.464978478900e-19       8.370210707653e-06       6.615805852462e+15       1.537679973450e+04       2.776814083882e-07       8.515009033096e+14       4.832543599704e-06       2.589252186747e+31       4.628946303700e+23       2.314473151850e+24       1.787635881389e+31       4.376888345874e+31       6.333723537927e-05       1.333550104939e-01 
       5.499075523387e+10       2.499608961184e-19       8.428802175331e-06       6.524148097303e+15       1.537679973444e+04       2.796251782461e-07       8.455818304923e+14       4.866371404251e-06       2.518004311988e+31       4.533083629332e+23       2.266541814666e+24       1.738445903664e+31       4.256450487637e+31       6.339615376862e-05       1.332310751821e-01 
       5.460849576348e+10       2.534725967106e-19       8.487804734614e-06       6.433760201678e+15       1.537679973438e+04       2.815825544930e-07       8.397039031662e+14       4.900436003421e-06       2.448716949104e+31       4.439206212890e+23       2.219603106445e+24       1.690609475581e+31       4.139326691037e+31       6.345507215825e-05       1.331073700240e-01 
       5.422889350887e+10       2.570336331835e-19       8.547218385502e-06       6.344624572498e+15       1.537679973432e+04       2.835536323735e-07       8.338668353151e+14       4.934739054776e-06       2.381336151125e+31       4.347272940884e+23       2.173636470442e+24       1.644089351817e+31       4.025425763779e+31       6.351399054817e-05       1.329838943792e-01 
       5.385192999883e+10       2.606446986571e-19       8.607048584963e-06       6.256723860412e+15       1.537679973426e+04       2.855385077993e-07       8.280703429108e+14       4.969282227480e-06       2.315809455532e+31       4.257243551261e+23       2.128621775630e+24       1.598849311921e+31       3.914659022887e+31       6.357290893838e-05       1.328606476096e-01 
       5.347758689054e+10       2.643064959888e-19       8.667298970977e-06       6.170040956434e+15       1.537679973420e+04       2.875372773530e-07       8.223141438996e+14       5.004067202385e-06       2.252085843402e+31       4.169078615769e+23       2.084539307885e+24       1.554854132109e+31       3.806940225656e+31       6.363182732887e-05       1.327376290794e-01 
       5.310584596871e+10       2.680197379102e-19       8.727969543543e-06       6.084558988612e+15       1.537679973414e+04       2.895500382935e-07       8.165979581884e+14       5.039095672103e-06       2.190115699691e+31       4.082739522693e+23       2.041369761347e+24       1.512069557844e+31       3.702185502499e+31       6.369074571966e-05       1.326148381553e-01 
       5.273668914465e+10       2.717851471666e-19       8.789065759629e-06       6.000261318744e+15       1.537679973408e+04       2.915768885607e-07       8.109215076311e+14       5.074369341100e-06       2.129850774598e+31       3.998188459942e+23       1.999094229971e+24       1.470462277164e+31       3.600313291654e+31       6.374966411074e-05       1.324922742063e-01 
       5.237009845541e+10       2.756034566568e-19       8.850589438225e-06       5.917131539141e+15       1.537679973402e+04       2.936179267796e-07       8.052845160151e+14       5.109889925771e-06       2.071244146004e+31       3.915388398491e+23       1.957694199246e+24       1.429999894744e+31       3.501244275672e+31       6.380858250211e-05       1.323699366036e-01 
       5.200605606292e+10       2.794754095760e-19       8.912542398321e-06       5.835153469428e+15       1.537679973396e+04       2.956732522662e-07       7.996867090478e+14       5.145659154523e-06       2.014250182934e+31       3.834303076164e+23       1.917151538082e+24       1.390650906674e+31       3.404901319667e+31       6.386750089379e-05       1.322478247208e-01 
       5.164454425310e+10       2.834017595610e-19       8.974930096883e-06       5.754311153405e+15       1.537679973389e+04       2.977429650311e-07       7.941278143435e+14       5.181678767867e-06       1.958824510030e+31       3.754896981752e+23       1.877448490876e+24       1.352384675930e+31       3.311209411254e+31       6.392641928576e-05       1.321259379340e-01 
       5.128554543501e+10       2.873832708359e-19       9.037756171892e-06       5.674588855928e+15       1.537679973383e+04       2.998271657853e-07       7.886075614098e+14       5.217950518494e-06       1.904923973002e+31       3.677135339462e+23       1.838567669731e+24       1.315171408520e+31       3.220095602151e+31       6.398533767804e-05       1.320042756213e-01 
       5.092904213998e+10       2.914207183617e-19       9.101020623348e-06       5.595971059860e+15       1.537679973377e+04       3.019259559448e-07       7.831256816344e+14       5.254476171365e-06       1.852506605026e+31       3.600984093686e+23       1.800492046843e+24       1.278982130287e+31       3.131488951372e+31       6.404425607063e-05       1.318828371632e-01 
       5.057501702078e+10       2.955148879869e-19       9.164727089228e-06       5.518442463039e+15       1.537679973370e+04       3.040394376354e-07       7.776819082726e+14       5.291257503795e-06       1.801531594071e+31       3.526409894088e+23       1.763204947044e+24       1.243788664349e+31       3.045320470005e+31       6.410317446353e-05       1.317616219426e-01 
       5.022345285078e+10       2.996665766002e-19       9.228879207512e-06       5.441987975306e+15       1.537679973364e+04       3.061677136978e-07       7.722759764337e+14       5.328296305541e-06       1.751959251119e+31       3.453380080997e+23       1.726690040498e+24       1.209563609162e+31       2.961523067484e+31       6.416209285673e-05       1.316406293444e-01 
       4.987433252307e+10       3.038765922857e-19       9.293482435169e-06       5.366592715568e+15       1.537679973358e+04       3.083108876927e-07       7.669076230683e+14       5.365594378889e-06       1.703750979269e+31       3.381862671103e+23       1.690931335552e+24       1.176280317183e+31       2.880031499363e+31       6.422101125025e-05       1.315198587560e-01 
       4.952763904967e+10       3.081457544806e-19       9.358536772197e-06       5.292242008900e+15       1.537679973351e+04       3.104690639055e-07       7.615765869557e+14       5.403153538738e-06       1.656869243679e+31       3.311826343453e+23       1.655913171726e+24       1.143912874123e+31       2.800782316512e+31       6.427992964408e-05       1.313993095670e-01 
       4.918335556069e+10       3.124748941342e-19       9.424045856576e-06       5.218921383685e+15       1.537679973344e+04       3.126423473518e-07       7.562826086910e+14       5.440975612696e-06       1.611277542349e+31       3.243240425730e+23       1.621620212865e+24       1.112436078773e+31       2.723713815716e+31       6.433884803824e-05       1.312789811692e-01 
       4.884146530352e+10       3.168648538696e-19       9.490015145275e-06       5.146616568806e+15       1.537679973338e+04       3.148308437822e-07       7.510254306723e+14       5.479062441160e-06       1.566940377692e+31       3.176074880823e+23       1.588037440412e+24       1.081825423378e+31       2.648765991635e+31       6.439776643271e-05       1.311588729566e-01 
       4.850195164198e+10       3.213164881482e-19       9.556444638292e-06       5.075313490860e+15       1.537679973331e+04       3.170346596875e-07       7.458047970888e+14       5.517415877411e-06       1.523823228904e+31       3.110300293671e+23       1.555150146836e+24       1.052057074559e+31       2.575880490081e+31       6.445668482751e-05       1.310389843254e-01 
       4.816479805554e+10       3.258306634357e-19       9.623339792597e-06       5.004998271423e+15       1.537679973325e+04       3.192539023042e-07       7.406204539076e+14       5.556037787705e-06       1.481892525080e+31       3.045887858382e+23       1.522943929191e+24       1.023107854752e+31       2.505000562585e+31       6.451560322263e-05       1.309193146741e-01 
       4.782998813852e+10       3.304082583706e-19       9.690702427179e-06       4.935657224347e+15       1.537679973318e+04       3.214886796193e-07       7.354721488616e+14       5.594930051359e-06       1.441115619077e+31       2.982809365616e+23       1.491404682808e+24       9.949552241683e+30       2.436071022214e+31       6.457452161808e-05       1.307998634033e-01 
       4.749750559927e+10       3.350501639357e-19       9.758537999005e-06       4.867276853098e+15       1.537679973311e+04       3.237391003754e-07       7.303596314377e+14       5.634094560846e-06       1.401460762100e+31       2.921037190231e+23       1.460518595115e+24       9.675772632395e+30       2.369038200602e+31       6.463344001386e-05       1.306806299159e-01 
       4.716733425941e+10       3.397572836308e-19       9.826848327066e-06       4.799843848127e+15       1.537679973304e+04       3.260052740769e-07       7.252826528637e+14       5.673533221887e-06       1.362897078976e+31       2.860544279184e+23       1.430272139592e+24       9.409526555535e+30       2.303849906162e+31       6.469235840998e-05       1.305616136168e-01 
       4.683945805299e+10       3.445305336492e-19       9.895635230350e-06       4.733345084281e+15       1.537679973297e+04       3.282873109943e-07       7.202409660971e+14       5.713247953543e-06       1.325394544116e+31       2.801304139687e+23       1.400652069843e+24       9.150606712573e+30       2.240455383451e+31       6.475127680643e-05       1.304428139133e-01 
       4.651386102576e+10       3.493708430559e-19       9.964905984816e-06       4.667767618246e+15       1.537679973290e+04       3.305853221701e-07       7.152343258126e+14       5.753240688308e-06       1.288923958141e+31       2.743290827599e+23       1.371645413800e+24       8.898811509164e+30       2.178805273655e+31       6.481019520323e-05       1.303242302146e-01 
       4.619052733437e+10       3.542791539682e-19       1.003465877147e-05       4.603098686032e+15       1.537679973283e+04       3.328994194240e-07       7.102624883899e+14       5.793513372204e-06       1.253456925144e+31       2.686478936068e+23       1.343239468034e+24       8.653944898191e+30       2.118851576152e+31       6.486911360036e-05       1.302058619323e-01 
       4.586944124560e+10       3.592564217392e-19       1.010490268527e-05       4.539325700483e+15       1.537679973276e+04       3.352297153588e-07       7.053252119027e+14       5.834067964874e-06       1.218965830581e+31       2.630843584402e+23       1.315421792201e+24       8.415816227123e+30       2.060547611144e+31       6.492803199784e-05       1.300877084799e-01 
       4.555058713560e+10       3.643036151438e-19       1.017563590722e-05       4.476436248832e+15       1.537679973269e+04       3.375763233651e-07       7.004222561061e+14       5.874906439680e-06       1.185423819772e+31       2.576360407173e+23       1.288180203586e+24       8.184240089569e+30       2.003847983311e+31       6.498695039567e-05       1.299697692732e-01 
       4.523394948912e+10       3.694217165672e-19       1.024686571327e-05       4.414418090282e+15       1.537679973262e+04       3.399393576274e-07       6.955533824252e+14       5.916030783796e-06       1.152804776991e+31       2.523005543545e+23       1.261502771773e+24       7.959036180928e+30       1.948708546465e+31       6.504586879384e-05       1.298520437300e-01 
       4.491951289878e+10       3.746117221960e-19       1.031859392242e-05       4.353259153624e+15       1.537679973255e+04       3.423189331295e-07       6.907183539437e+14       5.957442998307e-06       1.121083305134e+31       2.470755626828e+23       1.235377813414e+24       7.740029157998e+30       1.895086369179e+31       6.510478719237e-05       1.297345312704e-01 
       4.460726206428e+10       3.798746422125e-19       1.039082417265e-05       4.292947534890e+15       1.537679973248e+04       3.447151656601e-07       6.859169353920e+14       5.999145098306e-06       1.090234705940e+31       2.419587774241e+23       1.209793887120e+24       7.527048502457e+30       1.842939701361e+31       6.516370559126e-05       1.296172313163e-01 
       4.429718179169e+10       3.852115009909e-19       1.046356010193e-05       4.233471495032e+15       1.537679973241e+04       3.471281718184e-07       6.811488931362e+14       6.041139112991e-06       1.060234960768e+31       2.369479576890e+23       1.184739788445e+24       7.319928388098e+30       1.792227941746e+31       6.522262399050e-05       1.295001432919e-01 
       4.398925699269e+10       3.906233372968e-19       1.053680534824e-05       4.174819457639e+15       1.537679973233e+04       3.495580690198e-07       6.764139951661e+14       6.083427085765e-06       1.031060711890e+31       2.320409089957e+23       1.160204544979e+24       7.118507551718e+30       1.742911606287e+31       6.528154239011e-05       1.293832666234e-01 
       4.368347268386e+10       3.961112044894e-19       1.061056173057e-05       4.116980006684e+15       1.537679973226e+04       3.520049755016e-07       6.717120110846e+14       6.126011074334e-06       1.002689244311e+31       2.272354823089e+23       1.136177411545e+24       6.922629167555e+30       1.694952297408e+31       6.534046079008e-05       1.292666007392e-01 
       4.337981398591e+10       4.016761707267e-19       1.068483652489e-05       4.059941884302e+15       1.537679973218e+04       3.544690103288e-07       6.670427120960e+14       6.168893150808e-06       9.750984680748e+30       2.225295730983e+23       1.112647865491e+24       6.732140725188e+30       1.648312674111e+31       6.539937919041e-05       1.291501450695e-01 
       4.307826612299e+10       4.073193191730e-19       1.075962973118e-05       4.003693988600e+15       1.537679973211e+04       3.569502933997e-07       6.624058709952e+14       6.212075401803e-06       9.482669010731e+30       2.179211204172e+23       1.089605602086e+24       6.546893910792e+30       1.602956422905e+31       6.545829759112e-05       1.290338990469e-01 
       4.277881442199e+10       4.130417482103e-19       1.083494680643e-05       3.948225371491e+15       1.537679973203e+04       3.594489454521e-07       6.578012621562e+14       6.255559928541e-06       9.221736523143e+30       2.134081060000e+23       1.067040530000e+24       6.366744491659e+30       1.558848229525e+31       6.551721599220e-05       1.289178621057e-01 
