# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=9.29043e-06 to 1.17881 h/Mpc,
# number of wavenumbers equal to 113
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       1.680768088301e-01      -5.288244811034e-02      -2.212374435345e+04      -2.222842202800e+04      -5.247667980852e-02      -2.220465663880e+04       3.936616956958e-02       3.936616956958e-02 
       1.736977392922e-01      -5.094772610422e-02      -2.276973439481e+04      -2.287025875268e+04      -5.055680187127e-02      -2.284700277993e+04       3.792587305004e-02       3.792587305004e-02 
       1.795064507339e-01      -4.927029810759e-02      -2.352578775699e+04      -2.361952878232e+04      -4.889224362686e-02      -2.359718987208e+04       3.667708836868e-02       3.667708836868e-02 
       1.855093485101e-01      -4.766221952706e-02      -2.431353680011e+04      -2.440069586104e+04      -4.729650272367e-02      -2.437923138668e+04       3.547995770274e-02       3.547995770274e-02 
       1.917129787186e-01      -4.592842400259e-02      -2.502711335955e+04      -2.511097498124e+04      -4.557601027131e-02      -2.508985784555e+04       3.418927213885e-02       3.418927213885e-02 
       1.981240647283e-01      -4.396526944015e-02      -2.558631987414e+04      -2.567224512510e+04      -4.362791932541e-02      -2.565062446454e+04       3.272790215810e-02       3.272790215810e-02 
       2.047495511001e-01      -4.179809839684e-02      -2.597410113200e+04      -2.606753327642e+04      -4.147737787896e-02      -2.604454936099e+04       3.111469981143e-02       3.111469981143e-02 
       2.115966558103e-01      -3.956115052476e-02      -2.624774286800e+04      -2.635187397048e+04      -3.925759522981e-02      -2.632702650582e+04       2.944956579916e-02       2.944956579916e-02 
       2.186729317721e-01      -3.743150265858e-02      -2.651619884445e+04      -2.663038493085e+04      -3.714428901443e-02      -2.660378287406e+04       2.786429272632e-02       2.786429272632e-02 
       2.259863387645e-01      -3.555918237552e-02      -2.689964773958e+04      -2.701949223703e+04      -3.528633543462e-02      -2.699183667668e+04       2.647053686465e-02       2.647053686465e-02 
       2.335453270658e-01      -3.400391478389e-02      -2.747521737602e+04      -2.759459837438e+04      -3.374300117363e-02      -2.756685642111e+04       2.531276368283e-02       2.531276368283e-02 
       2.413589343450e-01      -3.269584735200e-02      -2.822248810708e+04      -2.833675538172e+04      -3.244496999438e-02      -2.830965432580e+04       2.433898659871e-02       2.433898659871e-02 
       2.494368977259e-01      -3.147132164365e-02      -2.902161673776e+04      -2.913027557978e+04      -3.122983954163e-02      -2.910388323618e+04       2.342740744351e-02       2.342740744351e-02 
       2.577897834255e-01      -3.017499251305e-02      -2.972446343246e+04      -2.983159758517e+04      -2.994345701198e-02      -2.980525975445e+04       2.246240183616e-02       2.246240183616e-02 
       2.664291370235e-01      -2.874189713320e-02      -3.023994827844e+04      -3.035175364589e+04      -2.852135810349e-02      -3.032448951367e+04       2.139561364145e-02       2.139561364145e-02 
       2.753676582862e-01      -2.723298346043e-02      -3.060094754591e+04      -3.072163463311e+04      -2.702402289439e-02      -3.069278540213e+04       2.027239802781e-02       2.027239802781e-02 
       2.846194056147e-01      -2.579596840908e-02      -3.096110651515e+04      -3.108995322944e+04      -2.559803458124e-02      -3.105963965877e+04       1.920269051666e-02       1.920269051666e-02 
       2.942000367052e-01      -2.454217793465e-02      -3.147191312875e+04      -3.160385831408e+04      -2.435386445406e-02      -3.157288226977e+04       1.826936570928e-02       1.826936570928e-02 
       3.041270940239e-01      -2.346884810995e-02      -3.216499901262e+04      -3.229473508179e+04      -2.328877010299e-02      -3.226393056083e+04       1.747035517063e-02       1.747035517063e-02 
       3.144203463963e-01      -2.247519861860e-02      -3.292882054614e+04      -3.305522425052e+04      -2.230274468988e-02      -3.302475860272e+04       1.673065918818e-02       1.673065918818e-02 
       3.251022016470e-01      -2.144528822155e-02      -3.359264657042e+04      -3.371961956349e+04      -2.128073681912e-02      -3.368887003740e+04       1.596398487435e-02       1.596398487435e-02 
       3.361982101977e-01      -2.035691808058e-02      -3.409858427036e+04      -3.423118450938e+04      -2.020071796468e-02      -3.419935183290e+04       1.515380747402e-02       1.515380747402e-02 
       3.477376863952e-01      -1.928285749091e-02      -3.455065434798e+04      -3.469003787134e+04      -1.913489890391e-02      -3.465694442292e+04       1.435428066627e-02       1.435428066627e-02 
       3.597544839697e-01      -1.830963581730e-02      -3.511274623630e+04      -3.525524764344e+04      -1.816914483560e-02      -3.522147389050e+04       1.362980927369e-02       1.362980927369e-02 
       3.722879757274e-01      -1.743940830573e-02      -3.581783196570e+04      -3.595951081408e+04      -1.730559451128e-02      -3.592567374889e+04       1.298199946928e-02       1.298199946928e-02 
       3.853843074089e-01      -1.659869263794e-02      -3.653439044328e+04      -3.667580717209e+04      -1.647132963329e-02      -3.664180999121e+04       1.235616074876e-02       1.235616074876e-02 
       3.990980248556e-01      -1.573739137368e-02      -3.714664614728e+04      -3.729169779711e+04      -1.561663725804e-02      -3.725691974445e+04       1.171500487644e-02       1.171500487644e-02 
       4.134942175054e-01      -1.488356366364e-02      -3.770898247195e+04      -3.785925144929e+04      -1.476936109795e-02      -3.782344261756e+04       1.107941571961e-02       1.107941571961e-02 
       4.286513885580e-01      -1.408562095710e-02      -3.835158458923e+04      -3.850443218035e+04      -1.397754104747e-02      -3.846801014480e+04       1.048542254348e-02       1.048542254348e-02 
       4.446653678971e-01      -1.334063227372e-02      -3.908981136497e+04      -3.924323106005e+04      -1.323826867521e-02      -3.920650350907e+04       9.930844567683e-03       9.930844567683e-03 
       4.616547543012e-01      -1.260202074511e-02      -3.980131432403e+04      -3.995730231378e+04      -1.250532456240e-02      -3.991994367869e+04       9.381018216697e-03       9.381018216697e-03 
       4.797686562473e-01      -1.186385497043e-02      -4.046662095759e+04      -4.062693053884e+04      -1.177282283503e-02      -4.058866133090e+04       8.831524313455e-03       8.831524313455e-03 
       4.991979851200e-01      -1.115972660480e-02      -4.121065005865e+04      -4.137358044255e+04      -1.107409727299e-02      -4.133466213289e+04       8.307367609652e-03       8.307367609652e-03 
       5.201924154908e-01      -1.047757843420e-02      -4.201532938591e+04      -4.218043754118e+04      -1.039718326390e-02      -4.214092681813e+04       7.799571355856e-03       7.799571355856e-03 
       5.430867208006e-01      -9.794308092105e-03      -4.280793730326e+04      -4.297694419003e+04      -9.719155741065e-03      -4.293655725325e+04       7.290940187732e-03       7.290940187732e-03 
       5.683432839427e-01      -9.123359831439e-03      -4.367064840202e+04      -4.384291756212e+04      -9.053355707576e-03      -4.380174069420e+04       6.791482554750e-03       6.791482554750e-03 
       5.966239046429e-01      -8.455968582629e-03      -4.460462941630e+04      -4.478034516034e+04      -8.391085401375e-03      -4.473832732252e+04       6.294672316972e-03       6.294672316972e-03 
       6.289177574100e-01      -7.780904539391e-03      -4.560698055021e+04      -4.578687130321e+04      -7.721201172210e-03      -4.574387146700e+04       5.792151165841e-03       5.792151165841e-03 
       6.667842370661e-01      -7.094085385223e-03      -4.673924817181e+04      -4.692345547572e+04      -7.039652032866e-03      -4.687941305541e+04       5.280878808615e-03       5.280878808615e-03 
       7.128487992161e-01      -6.378956672112e-03      -4.803515885894e+04      -4.822446578161e+04      -6.330010554047e-03      -4.817920352301e+04       4.748532947751e-03       4.748532947751e-03 
       7.718990427557e-01      -5.616328241207e-03      -4.958931897217e+04      -4.978476591594e+04      -5.573233825070e-03      -4.973803669883e+04       4.180828164247e-03       4.180828164247e-03 
       8.534664739238e-01      -4.777362228846e-03      -5.156748092732e+04      -5.177071089871e+04      -4.740705256719e-03      -5.172211986863e+04       3.556297375723e-03       3.556297375723e-03 
       9.775417914887e-01      -3.832165515662e-03      -5.426623907364e+04      -5.448011171818e+04      -3.802761111424e-03      -5.442897657658e+04       2.852687414999e-03       2.852687414999e-03 
       1.178809879667e+00      -2.818177477727e-03      -5.803240564857e+04      -5.826116212193e+04      -2.796553476993e-03      -5.820647132137e+04       2.097869272322e-03       2.097869272322e-03 
