# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:gr.fac. D             15:gr.fac. f          
       1.448227055570e+13       3.603945006456e-24       3.200511855539e-08       4.524991043422e+20       1.321021285721e+04       9.121644845948e-10       1.913138766965e+17       1.847814221962e-08       1.211279477315e+41       8.280082204078e+30       4.968049322447e+31       8.362749164108e+40       2.047554394305e+41       1.692575605173e-05       5.175327133390e-01 
       1.438159936018e+13       3.654576829849e-24       3.222885425203e-08       4.462300188084e+20       1.321021285721e+04       9.185496359870e-10       1.899839887751e+17       1.860748921515e-08       1.177948970178e+41       8.108606716590e+30       4.865164029954e+31       8.132633261118e+40       1.991212296858e+41       1.698685986420e-05       5.156710848757e-01 
       1.428162796443e+13       3.705919979729e-24       3.245440893807e-08       4.400477874431e+20       1.321021285721e+04       9.249794834389e-10       1.886633453576e+17       1.873774163964e-08       1.145535611171e+41       7.940682382591e+30       4.764409429555e+31       7.908849406092e+40       1.936420552336e+41       1.704796367668e-05       5.138228014193e-01 
       1.418235150390e+13       3.757984449522e-24       3.268178261351e-08       4.339512069373e+20       1.321021285721e+04       9.314543398229e-10       1.873518821823e+17       1.886890583111e-08       1.114014163331e+41       7.776235659843e+30       4.665741395906e+31       7.691223361477e+40       1.883136500023e+41       1.710906748916e-05       5.119877199876e-01 
       1.408376514787e+13       3.810780373050e-24       3.291097527836e-08       4.279390906531e+20       1.321021285721e+04       9.379745202017e-10       1.860495354342e+17       1.900098817192e-08       1.083360084139e+41       7.615194529124e+30       4.569116717475e+31       7.479585684179e+40       1.831318653090e+41       1.717017130164e-05       5.101656996338e-01 
       1.398586409917e+13       3.864318026509e-24       3.314016794320e-08       4.220102683929e+20       1.321021285721e+04       9.445403418431e-10       1.847562417420e+17       1.913399508911e-08       1.053549506406e+41       7.457488462685e+30       4.474493077611e+31       7.273771593629e+40       1.780926666290e+41       1.723127511412e-05       5.083566014102e-01 
       1.388864359402e+13       3.918607830461e-24       3.337299858686e-08       4.161635861712e+20       1.321021285721e+04       9.511521242360e-10       1.834719381748e+17       1.926793305472e-08       1.024559219688e+41       7.303048393365e+30       4.381829036019e+31       7.073620843492e+40       1.731921304549e+41       1.729237892660e-05       5.065602883330e-01 
       1.379209890170e+13       3.973660351868e-24       3.360582923051e-08       4.103979059904e+20       1.321021285720e+04       9.578101891056e-10       1.821965622391e+17       1.940280858609e-08       9.963666522231e+40       7.151806684342e+30       4.291084010605e+31       6.878977596892e+40       1.684264412413e+41       1.735348273908e-05       5.047766253480e-01 
       1.369622532443e+13       4.029486306149e-24       3.384229785297e-08       4.047121056190e+20       1.321021285720e+04       9.645148604293e-10       1.809300518760e+17       1.953862824618e-08       9.689498533468e+40       7.003697099510e+30       4.202218259706e+31       6.689690305083e+40       1.637918884345e+41       1.741458655156e-05       5.030054792962e-01 
       1.360101819705e+13       4.086096559261e-24       3.407876647543e-08       3.991050783733e+20       1.321021285720e+04       9.712664644523e-10       1.796723454578e+17       1.967539864389e-08       9.422874764084e+40       6.858654774475e+30       4.115192864685e+31       6.505611589452e+40       1.592848635834e+41       1.747569036404e-05       5.012467188812e-01 
       1.350647288685e+13       4.143502129819e-24       3.431705408730e-08       3.935757329022e+20       1.321021285720e+04       9.780653297035e-10       1.784233817853e+17       1.981312643439e-08       9.163587621478e+40       6.716616188145e+30       4.029969712887e+31       6.326598126770e+40       1.549018575295e+41       1.753679417652e-05       4.995002146363e-01 
       1.341258479329e+13       4.201714191238e-24       3.455716068856e-08       3.881229929743e+20       1.321021285720e+04       9.849117870114e-10       1.771831000847e+17       1.995181831942e-08       8.911435225327e+40       6.577519134910e+30       3.946511480946e+31       6.152510537602e+40       1.506394576753e+41       1.759789798900e-05       4.977658388931e-01 
       1.331934934786e+13       4.260744073908e-24       3.479908627924e-08       3.827457972689e+20       1.321021285720e+04       9.918061695205e-10       1.759514400047e+17       2.009148104764e-08       8.666221250405e+40       6.441302697401e+30       3.864781618441e+31       5.983213277786e+40       1.464943453270e+41       1.765900180148e-05       4.960434657503e-01 
       1.322676201376e+13       4.320603267399e-24       3.504283085931e-08       3.774430991691e+20       1.321021285720e+04       9.987488127071e-10       1.747283416134e+17       2.023212141496e-08       8.427754773723e+40       6.307907219812e+30       3.784744331887e+31       5.818574532898e+40       1.424632931104e+41       1.772010561396e-05       4.943329710430e-01 
       1.313481828576e+13       4.381303422700e-24       3.528839442879e-08       3.722138665582e+20       1.321021285720e+04       1.005740054396e-09       1.735137453956e+17       2.037374626485e-08       8.195850125876e+40       6.177274281770e+30       3.706364569062e+31       5.658466115621e+40       1.385431624582e+41       1.778120942644e-05       4.926342323130e-01 
       1.304351368993e+13       4.442856354482e-24       3.553577698767e-08       3.670570816189e+20       1.321021285720e+04       1.012780234777e-09       1.723075922498e+17       2.051636248870e-08       7.970326746486e+40       6.049346672755e+30       3.629608003653e+31       5.502763365941e+40       1.347309011666e+41       1.784231323892e-05       4.909471287799e-01 
       1.295284378345e+13       4.505274043403e-24       3.578497853596e-08       3.619717406352e+20       1.321021285720e+04       1.019869696420e-09       1.711098234854e+17       2.065997702610e-08       7.751009043611e+40       5.924068367042e+30       3.554441020225e+31       5.351345054087e+40       1.310235410184e+41       1.790341705141e-05       4.892715413119e-01 
       1.286280415437e+13       4.568568638435e-24       3.603418008424e-08       3.569568537966e+20       1.321021285720e+04       1.027008784295e-09       1.699203808197e+17       2.080459686527e-08       7.537726257036e+40       5.801384499163e+30       3.480830699498e+31       5.204093286138e+40       1.274181954723e+41       1.796452086389e-05       4.876073523981e-01 
       1.277339042142e+13       4.632752459233e-24       3.628701961134e-08       3.520114450061e+20       1.321021285720e+04       1.034197845785e-09       1.687392063751e+17       2.095022904332e-08       7.330312325315e+40       5.681241339883e+30       3.408744803930e+31       5.060893412235e+40       1.239120574153e+41       1.802562467637e-05       4.859544461210e-01 
       1.268459823378e+13       4.697837998529e-24       3.654167812783e-08       3.471345516898e+20       1.321021285720e+04       1.041437230706e-09       1.675662426763e+17       2.109688064660e-08       7.128605756478e+40       5.563586272665e+30       3.338151763599e+31       4.921633937314e+40       1.205023969769e+41       1.808672848885e-05       4.843127081296e-01 
       1.259642327088e+13       4.763837924567e-24       3.679633664433e-08       3.423252246096e+20       1.321021285720e+04       1.048727291321e-09       1.664014326478e+17       2.124455881112e-08       6.932449502295e+40       5.448367770629e+30       3.269020662377e+31       4.786206434295e+40       1.171865594040e+41       1.814783230134e-05       4.826820256129e-01 
       1.250886124219e+13       4.830765083566e-24       3.705463313963e-08       3.375825276787e+20       1.321021285720e+04       1.056068382360e-09       1.652447196105e+17       2.139327072278e-08       6.741690835994e+40       5.335535373987e+30       3.201321224392e+31       4.654505459662e+40       1.139619629939e+41       1.820893611382e-05       4.810622872742e-01 
       1.242190788698e+13       4.898632502221e-24       3.731292963494e-08       3.329055377788e+20       1.321021285720e+04       1.063460861036e-09       1.640960472795e+17       2.154302361783e-08       6.556181233356e+40       5.225039667940e+30       3.135023800764e+31       4.526428471365e+40       1.108260970838e+41       1.827003992631e-05       4.794533833057e-01 
       1.233555897416e+13       4.967453390241e-24       3.757486410905e-08       3.282933445812e+20       1.321021285720e+04       1.070905087064e-09       1.629553597612e+17       2.169382478314e-08       6.375776257065e+40       5.116832261042e+30       3.070099356625e+31       4.401875748981e+40       1.077765200963e+41       1.833114373879e-05       4.778552053637e-01 
       1.224981030205e+13       5.037241142917e-24       3.783861757256e-08       3.237450503689e+20       1.321021285720e+04       1.078401422673e-09       1.618226015504e+17       2.184568155660e-08       6.200335444258e+40       5.010865764004e+30       3.006519458402e+31       4.280750316071e+40       1.048108576384e+41       1.839224755128e-05       4.762676465442e-01 
       1.216465769816e+13       5.108009343730e-24       3.810237103608e-08       3.192597698625e+20       1.321021285720e+04       1.085950232632e-09       1.606977175277e+17       2.199860132748e-08       6.029722197155e+40       4.907093768939e+30       2.944256261363e+31       4.162957864674e+40       1.019268006526e+41       1.845335136376e-05       4.746906013593e-01 
       1.208009701902e+13       5.179771766996e-24       3.836976247840e-08       3.148366300473e+20       1.321021285720e+04       1.093551884260e-09       1.595806529570e+17       2.215259153676e-08       5.863803676709e+40       4.805470829041e+30       2.883282497424e+31       4.048406681883e+40       9.912210361955e+40       1.851445517625e-05       4.731239657137e-01 
       1.199612414997e+13       5.252542380546e-24       3.863715392072e-08       3.104747700039e+20       1.321021285720e+04       1.101206747450e-09       1.584713534826e+17       2.230765967750e-08       5.702450699172e+40       4.705952438678e+30       2.823571463207e+31       3.937007578431e+40       9.639458280898e+40       1.857555898874e-05       4.715676368815e-01 
       1.191273500494e+13       5.326335348446e-24       3.890818334185e-08       3.061733407402e+20       1.321021285720e+04       1.108915194682e-09       1.573697651267e+17       2.246381329523e-08       5.545537635520e+40       4.608495013905e+30       2.765097008343e+31       3.828673819256e+40       9.374211458002e+40       1.863666280122e-05       4.700215134843e-01 
       1.182992552626e+13       5.401165033752e-24       3.918103175238e-08       3.019315050265e+20       1.321021285720e+04       1.116677601045e-09       1.562758342867e+17       2.262105998828e-08       5.392942313633e+40       4.513055873373e+30       2.707833524024e+31       3.723321055962e+40       9.116263372754e+40       1.869776661371e-05       4.684854954688e-01 
       1.174769168447e+13       5.477046001307e-24       3.945569915231e-08       2.977484372322e+20       1.321021285720e+04       1.124494344252e-09       1.551895077325e+17       2.277940740818e-08       5.244545923173e+40       4.419593219637e+30       2.651755931782e+31       3.620867261152e+40       8.865413187419e+40       1.875887042620e-05       4.669594840854e-01 
       1.166602947812e+13       5.553993020575e-24       3.973218554165e-08       2.936233231654e+20       1.321021285720e+04       1.132365804662e-09       1.541107326043e+17       2.293886326002e-08       5.100232923082e+40       4.328066120852e+30       2.596839672511e+31       3.521232664555e+40       8.621465590667e+40       1.881997423869e-05       4.654433818668e-01 
       1.158493493358e+13       5.632021068516e-24       4.000867193099e-08       2.895553599143e+20       1.321021285720e+04       1.140292365294e-09       1.530394564094e+17       2.309943530283e-08       4.959890951618e+40       4.238434492849e+30       2.543060695709e+31       3.424339690924e+40       8.384230645509e+40       1.888107805117e-05       4.639370926076e-01 
       1.150440410485e+13       5.711145332503e-24       4.028879629914e-08       2.855437556909e+20       1.321021285720e+04       1.148274411851e-09       1.519756270203e+17       2.326113134993e-08       4.823410738872e+40       4.150659081575e+30       2.490395448945e+31       3.330112899631e+40       8.153523641409e+40       1.894218186366e-05       4.624405213436e-01 
       1.142443307334e+13       5.791381213275e-24       4.057073965669e-08       2.815877296771e+20       1.321021285720e+04       1.156312332734e-09       1.509191926716e+17       2.342395926936e-08       4.690686021690e+40       4.064701445905e+30       2.438820867543e+31       3.238478925932e+40       7.929164950468e+40       1.900328567615e-05       4.609535743322e-01 
       1.134501794770e+13       5.872744327935e-24       4.085632099304e-08       2.776865118721e+20       1.321021285720e+04       1.164406519064e-09       1.498701019579e+17       2.358792698423e-08       4.561613460940e+40       3.980523940809e+30       2.388314364486e+31       3.149366423844e+40       7.710979887570e+40       1.906438948864e-05       4.594761590324e-01 
       1.126615486366e+13       5.955250512994e-24       4.114190232940e-08       2.738393429435e+20       1.321021285720e+04       1.172557364697e-09       1.488283038311e+17       2.375304247310e-08       4.436092561048e+40       3.898089700860e+30       2.338853820516e+31       3.062706010594e+40       7.498798574370e+40       1.912549330113e-05       4.580081840860e-01 
       1.118783998377e+13       6.038915827446e-24       4.142930265516e-08       2.700454740785e+20       1.321021285720e+04       1.180765266250e-09       1.477937475979e+17       2.391931377040e-08       4.314025591754e+40       3.817362624093e+30       2.290417574456e+31       2.978430212601e+40       7.292455807027e+40       1.918659711362e-05       4.565495592985e-01 
       1.111006949729e+13       6.123756555900e-24       4.172034095973e-08       2.663041668389e+20       1.321021285720e+04       1.189030623114e-09       1.467663829174e+17       2.408674896677e-08       4.195317512020e+40       3.738307356192e+30       2.242984413715e+31       2.896473412939e+40       7.091790927576e+40       1.924770092611e-05       4.551001956208e-01 
       1.103283961995e+13       6.209789211749e-24       4.201137926430e-08       2.626146930170e+20       1.321021285720e+04       1.197353837475e-09       1.457461597988e+17       2.425535620952e-08       4.079875896032e+40       3.660889275009e+30       2.196533565005e+31       2.816771800249e+40       6.896647698844e+40       1.930880473860e-05       4.536600051309e-01 
       1.095614659379e+13       6.297030540379e-24       4.230605554767e-08       2.589763344941e+20       1.321021285720e+04       1.205735314338e-09       1.447330285987e+17       2.442514370297e-08       3.967610861236e+40       3.585074475397e+30       2.151044685238e+31       2.739263319053e+40       6.706874182799e+40       1.936990855110e-05       4.522289010165e-01 
       1.087998668698e+13       6.385497522435e-24       4.260255082045e-08       2.553883831002e+20       1.321021285720e+04       1.214175461538e-09       1.437269400185e+17       2.459611970887e-08       3.858434998355e+40       3.510829754367e+30       2.106497852620e+31       2.663887621442e+40       6.522322622255e+40       1.943101236359e-05       4.508067975568e-01 
       1.080435619363e+13       6.475207377123e-24       4.289904609323e-08       2.518501404770e+20       1.321021285720e+04       1.222674689769e-09       1.427278451028e+17       2.476829254682e-08       3.752263303336e+40       3.438122596542e+30       2.062873557925e+31       2.590586020086e+40       6.342849325829e+40       1.949211617608e-05       4.493936101064e-01 
       1.072925143359e+13       6.566177565558e-24       4.320099833421e-08       2.483609179412e+20       1.321021285720e+04       1.231233412597e-09       1.417356952361e+17       2.494167059462e-08       3.649013111162e+40       3.366921159919e+30       2.020152695951e+31       2.519301442540e+40       6.168314556059e+40       1.955321998857e-05       4.479892550775e-01 
       1.065466875233e+13       6.658425794171e-24       4.350295057520e-08       2.449200363508e+20       1.321021285720e+04       1.239852046485e-09       1.407504421411e+17       2.511626228877e-08       3.548604031490e+40       3.297194261924e+30       1.978316557154e+31       2.449978386811e+40       5.998582420609e+40       1.961432380107e-05       4.465936499242e-01 
       1.058060452068e+13       6.751970018147e-24       4.380672180559e-08       2.415268259731e+20       1.321021285719e+04       1.248531010811e-09       1.397720378760e+17       2.529207612477e-08       3.450957886061e+40       3.228911365756e+30       1.937346819454e+31       2.382562878140e+40       5.833520766462e+40       1.967542761356e-05       4.452067131260e-01 
       1.050705513474e+13       6.846828444926e-24       4.411413101479e-08       2.381806263537e+20       1.321021285719e+04       1.257270727886e-09       1.388004348322e+17       2.546912065762e-08       3.355998647832e+40       3.162042567011e+30       1.897225540206e+31       2.317002426981e+40       5.673001077026e+40       1.973653142606e-05       4.438283641717e-01 
       1.043401701563e+13       6.943019537742e-24       4.442335921340e-08       2.348807861889e+20       1.321021285719e+04       1.266071622981e-09       1.378355857321e+17       2.564740450220e-08       3.263652381775e+40       3.096558580587e+30       1.857935148352e+31       2.253245988129e+40       5.516898372071e+40       1.979763523855e-05       4.424585235444e-01 
       1.036148660936e+13       7.040562019222e-24       4.473440640140e-08       2.316266631979e+20       1.321021285719e+04       1.274934124342e-09       1.368774436267e+17       2.582693633370e-08       3.173847187318e+40       3.032430727861e+30       1.819458436717e+31       2.191243920981e+40       5.365091110421e+40       1.985873905105e-05       4.410971127055e-01 
       1.028946038666e+13       7.139474875023e-24       4.504727257881e-08       2.284176239987e+20       1.321021285719e+04       1.283858663213e-09       1.359259618934e+17       2.600772488801e-08       3.086513142361e+40       2.969630924125e+30       1.781778554475e+31       2.130947950882e+40       5.217461095321e+40       1.991984286354e-05       4.397440540804e-01 
       1.021793484276e+13       7.239777357536e-24       4.536195774563e-08       2.252530439841e+20       1.321021285719e+04       1.292845673855e-09       1.349810942338e+17       2.618977896221e-08       3.001582248835e+40       2.908131666289e+30       1.744878999774e+31       2.072311131539e+40       5.073893382410e+40       1.998094667604e-05       4.383992710433e-01 
       1.014690649728e+13       7.341488989625e-24       4.568028089125e-08       2.221323072005e+20       1.321021285719e+04       1.301895593572e-09       1.340427946711e+17       2.637310741492e-08       2.918988379757e+40       2.847906020835e+30       1.708743612501e+31       2.015287808473e+40       4.934276190224e+40       2.004205048854e-05       4.370626879028e-01 
       1.007637189402e+13       7.444629568433e-24       4.599860403687e-08       2.190548062282e+20       1.321021285719e+04       1.311008862727e-09       1.331110175482e+17       2.655771916681e-08       2.838667227748e+40       2.788927612021e+30       1.673356567213e+31       1.959833583465e+40       4.798500813165e+40       2.010315430104e-05       4.357342298877e-01 
       1.000632760081e+13       7.549219169233e-24       4.632056516130e-08       2.160199420624e+20       1.321021285719e+04       1.320185924766e-09       1.321857175255e+17       2.674362320095e-08       2.760556254959e+40       2.731170610333e+30       1.638702366200e+31       1.905905279995e+40       4.666461536866e+40       2.016425811353e-05       4.344138231334e-01 
       9.936770209347e+12       7.655278149334e-24       4.664616426453e-08       2.130271239977e+20       1.321021285719e+04       1.329427226239e-09       1.312668495785e+17       2.693082856333e-08       2.684594644381e+40       2.674609721168e+30       1.604765832701e+31       1.853460909619e+40       4.538055555873e+40       2.022536192603e-05       4.331013946677e-01 
       9.867696335002e+12       7.762827152047e-24       4.697176336776e-08       2.100757695121e+20       1.321021285719e+04       1.338733216823e-09       1.303543689955e+17       2.711934436326e-08       2.610723252495e+40       2.619220173761e+30       1.571532104257e+31       1.802459639283e+40       4.413182893611e+40       2.028646573853e-05       4.317968723976e-01 
       9.799102616685e+12       7.871887110699e-24       4.730100044981e-08       2.071653041544e+20       1.321021285719e+04       1.348104349341e-09       1.294482313759e+17       2.730917977377e-08       2.538884563217e+40       2.564977710333e+30       1.538986626200e+31       1.752861759524e+40       4.291746324537e+40       2.034756955103e-05       4.305001850961e-01 
       9.730985716668e+12       7.982479252709e-24       4.763205652125e-08       2.042951614317e+20       1.321021285719e+04       1.357541079786e-09       1.285483926275e+17       2.750034403217e-08       2.469022643126e+40       2.511858575470e+30       1.507115145282e+31       1.704628653557e+40       4.173651298441e+40       2.040867336353e-05       4.292112623893e-01 
       9.663342320425e+12       8.094625103723e-24       4.796493158210e-08       2.014647826999e+20       1.321021285719e+04       1.367043867345e-09       1.276548089647e+17       2.769284644037e-08       2.401083097903e+40       2.459839505718e+30       1.475903703431e+31       1.657722767206e+40       4.058805866830e+40       2.046977717603e-05       4.279300347434e-01 
       9.596169136470e+12       8.208346491797e-24       4.830144462176e-08       1.986736170542e+20       1.321021285719e+04       1.376613174416e-09       1.267674369064e+17       2.788669636543e-08       2.335013029988e+40       2.408897719394e+30       1.445338631636e+31       1.612107579664e+40       3.947120611338e+40       2.053088098853e-05       4.266564334526e-01 
       9.529462896196e+12       8.323665551652e-24       4.863977665082e-08       1.959211212224e+20       1.321021285719e+04       1.386249466637e-09       1.258862332735e+17       2.808190323996e-08       2.270760997391e+40       2.359010906611e+30       1.415406543967e+31       1.567747575062e+40       3.838508574104e+40       2.059198480103e-05       4.253903906265e-01 
       9.463220353720e+12       8.440604728979e-24       4.897992766928e-08       1.932067594591e+20       1.321021285719e+04       1.395953212903e-09       1.250111551871e+17       2.827847656262e-08       2.208276973641e+40       2.310157219506e+30       1.386094331704e+31       1.524608214809e+40       3.732885190067e+40       2.065308861354e-05       4.241318391780e-01 
       9.397438285720e+12       8.559186784807e-24       4.932189767715e-08       1.905300034410e+20       1.321021285719e+04       1.405724885394e-09       1.241421600667e+17       2.847642589853e-08       2.147512308832e+40       2.262315262672e+30       1.357389157603e+31       1.482655910707e+40       3.630168221123e+40       2.071419242604e-05       4.228807128119e-01 
       9.332113491281e+12       8.679434799938e-24       4.966750566382e-08       1.878903321647e+20       1.321021285719e+04       1.415564959591e-09       1.232792056273e+17       2.867576087979e-08       2.088419691747e+40       2.215464083788e+30       1.329278450273e+31       1.441857998798e+40       3.530277692097e+40       2.077529623854e-05       4.216369460127e-01 
       9.267242791739e+12       8.801372179434e-24       5.001493263990e-08       1.852872318448e+20       1.321021285719e+04       1.425473914308e-09       1.224222498781e+17       2.887649120593e-08       2.030953113023e+40       2.169583164443e+30       1.301749898666e+31       1.402182713929e+40       3.433135828471e+40       2.083640005105e-05       4.204004740335e-01 
       9.202823030525e+12       8.925022657174e-24       5.036599759478e-08       1.827201958141e+20       1.321021285719e+04       1.435452231709e-09       1.215712511203e+17       2.907862664434e-08       1.975067829325e+40       2.124652411148e+30       1.274791446689e+31       1.363599165022e+40       3.338666995834e+40       2.089750386355e-05       4.191712328845e-01 
       9.138851073014e+12       9.050410300475e-24       5.071888153907e-08       1.801887244249e+20       1.321021285719e+04       1.445500397331e-09       1.207261679447e+17       2.928217703082e-08       1.920720328510e+40       2.080652146542e+30       1.248391287925e+31       1.326077311022e+40       3.246797640989e+40       2.095860767606e-05       4.179491593225e-01 
       9.075323806369e+12       9.177559514777e-24       5.107358447276e-08       1.776923249520e+20       1.321021285719e+04       1.455618900112e-09       1.198869592301e+17       2.948715227001e-08       1.867868295750e+40       2.037563100766e+30       1.222537860459e+31       1.289587937507e+40       3.157456234684e+40       2.101971148856e-05       4.167341908394e-01 
       9.012238139394e+12       9.306495048390e-24       5.143010639586e-08       1.752305114962e+20       1.321021285719e+04       1.465808232413e-09       1.190535841411e+17       2.969356233588e-08       1.816470580584e+40       1.995366403030e+30       1.197219841818e+31       1.254102633942e+40       3.070573215923e+40       2.108081530107e-05       4.155262656519e-01 
       8.949591002377e+12       9.437241997315e-24       5.179026629776e-08       1.728028048906e+20       1.321021285719e+04       1.476068890039e-09       1.182260021262e+17       2.990141727220e-08       1.766487164879e+40       1.954043573347e+30       1.172426144008e+31       1.219593771559e+40       2.986080937806e+40       2.114191911358e-05       4.143253226909e-01 
       8.887379346948e+12       9.569825810125e-24       5.215406417847e-08       1.704087326065e+20       1.321021285719e+04       1.486401372270e-09       1.174041729158e+17       3.011072719308e-08       1.717879131673e+40       1.913576514440e+30       1.148145908664e+31       1.186034481843e+40       2.903913614855e+40       2.120302292608e-05       4.131313015914e-01 
       8.825600145927e+12       9.704272292921e-24       5.251786205918e-08       1.680478286619e+20       1.321021285719e+04       1.496806181876e-09       1.165880565201e+17       3.032150228340e-08       1.670608634872e+40       1.873947503813e+30       1.124368502288e+31       1.153398635614e+40       2.824007271798e+40       2.126412673859e-05       4.119441426821e-01 
       8.764250393174e+12       9.840607614354e-24       5.288529791869e-08       1.657196335307e+20       1.321021285719e+04       1.507283825149e-09       1.157776132275e+17       3.053375279935e-08       1.624638869785e+40       1.835139185994e+30       1.101083511596e+31       1.121660822685e+40       2.746299693755e+40       2.132523055110e-05       4.107637869758e-01 
       8.703327103450e+12       9.978858310717e-24       5.325637175702e-08       1.634236940532e+20       1.321021285719e+04       1.517834811925e-09       1.149728036023e+17       3.074748906892e-08       1.579934044468e+40       1.797134564932e+30       1.078280738959e+31       1.090796332074e+40       2.670730377800e+40       2.138633436361e-05       4.095901761593e-01 
       8.642827312264e+12       1.011905129111e-23       5.362926458474e-08       1.611595633480e+20       1.321021285718e+04       1.528459655608e-09       1.141735884829e+17       3.096272149237e-08       1.536459351855e+40       1.759916996554e+30       1.055950197933e+31       1.060781132765e+40       2.597240485852e+40       2.144743817612e-05       4.084232525840e-01 
       8.582748075734e+12       1.026121384269e-23       5.400397640187e-08       1.589268007249e+20       1.321021285718e+04       1.539158873197e-09       1.133799289801e+17       3.117946054279e-08       1.494180942659e+40       1.723470181476e+30       1.034082108886e+31       1.031591854999e+40       2.525772798865e+40       2.150854198863e-05       4.072629592562e-01 
       8.523086470441e+12       1.040537363596e-23       5.438232619781e-08       1.567249715992e+20       1.321021285718e+04       1.549932985310e-09       1.125917864747e+17       3.139771676656e-08       1.453065899017e+40       1.687778157864e+30       1.012666894718e+31       1.003205772077e+40       2.456271672275e+40       2.156964580114e-05       4.061092398284e-01 
       8.463839593288e+12       1.055155873016e-23       5.476249498315e-08       1.545536474070e+20       1.321021285718e+04       1.560782516207e-09       1.118091226164e+17       3.161750078389e-08       1.413082208858e+40       1.652825294443e+30       9.916951766659e+30       9.756007826652e+39       2.388682992680e+40       2.163074961366e-05       4.049620385895e-01 
       8.405004561358e+12       1.069979757874e-23       5.514630174730e-08       1.524124055221e+20       1.321021285718e+04       1.571707993820e-09       1.110318993212e+17       3.183882328935e-08       1.374198740981e+40       1.618596283654e+30       9.711577701926e+30       9.487553935886e+39       2.322954135702e+40       2.169185342617e-05       4.038213004562e-01 
       8.346578511776e+12       1.085011903492e-23       5.553192750085e-08       1.503008291733e+20       1.321021285718e+04       1.582709949777e-09       1.102600787698e+17       3.206169505234e-08       1.336385220814e+40       1.585076134947e+30       9.510456809684e+30       9.226487030939e+39       2.259033925017e+40       2.175295723868e-05       4.026869709641e-01 
       8.288558601565e+12       1.100255235722e-23       5.592119123321e-08       1.482185073636e+20       1.321021285718e+04       1.593788919425e-09       1.094936234059e+17       3.228612691768e-08       1.299612206845e+40       1.552250168218e+30       9.313501009309e+30       8.972603845771e+39       2.196872592509e+40       2.181406105120e-05       4.015589962592e-01 
       8.230942007512e+12       1.115712721528e-23       5.631227395497e-08       1.461650347901e+20       1.321021285718e+04       1.604945441861e-09       1.087324959344e+17       3.251212980607e-08       1.263851067697e+40       1.520104007378e+30       9.120624044271e+30       8.725706707567e+39       2.136421739518e+40       2.187516486371e-05       4.004373230889e-01 
       8.173725926030e+12       1.131387369551e-23       5.670699465554e-08       1.441400117650e+20       1.321021285718e+04       1.616180059954e-09       1.079766593191e+17       3.273971471468e-08       1.229073959837e+40       1.488623574060e+30       8.931741444360e+30       8.485603382831e+39       2.077634299162e+40       2.193626867623e-05       3.993218987943e-01 
       8.116907573019e+12       1.147282230705e-23       5.710353434552e-08       1.421430441382e+20       1.321021285718e+04       1.627493320374e-09       1.072260767817e+17       3.296889271765e-08       1.195253805895e+40       1.457795081449e+30       8.746770488693e+30       8.252106927714e+39       2.020464499687e+40       2.199737248874e-05       3.982126713013e-01 
       8.060484183732e+12       1.163400398763e-23       5.750371201430e-08       1.401737432199e+20       1.321021285718e+04       1.638885773616e-09       1.064807117991e+17       3.319967496663e-08       1.162364273584e+40       1.427605028248e+30       8.565630169487e+30       8.025035542459e+39       1.964867828829e+40       2.205847630126e-05       3.971095891131e-01 
       8.004453012644e+12       1.179745010963e-23       5.790570867248e-08       1.382317257058e+20       1.321021285718e+04       1.650357974032e-09       1.057405281023e+17       3.343207269137e-08       1.130379755195e+40       1.398040192764e+30       8.388241156582e+30       7.804212429851e+39       1.910800999159e+40       2.211958011378e-05       3.960126013016e-01 
       7.948811333311e+12       1.196319248621e-23       5.831134330947e-08       1.363166136015e+20       1.321021285718e+04       1.661910479850e-09       1.050054896746e+17       3.366609720017e-08       1.099275347663e+40       1.369087627116e+30       8.214525762696e+30       7.589465657566e+39       1.858221914378e+40       2.218068392630e-05       3.949216575001e-01 
       7.893556438243e+12       1.213126337743e-23       5.871879693586e-08       1.344280341500e+20       1.321021285718e+04       1.673543853209e-09       1.042755607494e+17       3.390175988054e-08       1.069026833174e+40       1.340734651567e+30       8.044407909404e+30       7.380628024304e+39       1.807089636543e+40       2.224178773881e-05       3.938367078954e-01 
       7.838685638771e+12       1.230169549661e-23       5.912988854107e-08       1.325656197582e+20       1.321021285718e+04       1.685258660181e-09       1.035507058087e+17       3.413907219966e-08       1.039610660309e+40       1.312968848970e+30       7.877813093819e+30       7.177536929604e+39       1.757364354189e+40       2.230289155133e-05       3.927577032201e-01 
       7.784196264917e+12       1.247452201663e-23       5.954461812507e-08       1.307290079261e+20       1.321021285718e+04       1.697055470802e-09       1.028308895816e+17       3.437804570502e-08       1.011003925710e+40       1.285778059327e+30       7.714668355964e+30       6.980034247246e+39       1.709007351335e+40       2.236399536385e-05       3.916845947452e-01 
