# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:gr.fac. D             15:gr.fac. f          
       9.326212236469e+13       8.690422275890e-26       4.969479050487e-09       1.876527786192e+22       1.321021285723e+04       1.416460672595e-10       1.232012487955e+18       2.869390575973e-09       2.083142168447e+44       2.211263828715e+33       1.326758297229e+34       1.438214363750e+44       3.521356532353e+44       6.110381245690e-07       1.433565615564e+01 
       9.261382558559e+13       8.812514018444e-26       5.004039849155e-09       1.850529694515e+22       1.321021285723e+04       1.426375897303e-10       1.223448349508e+18       2.889476310004e-09       2.025820810155e+44       2.165469894108e+33       1.299281936465e+34       1.398639339974e+44       3.424460150280e+44       6.721419370258e-07       1.303241468694e+01 
       9.197003533823e+13       8.936321027889e-26       5.040419637226e-09       1.824891789760e+22       1.321021285723e+04       1.436360528584e-10       1.214943743305e+18       2.909702644174e-09       1.970076750890e+44       2.120624324151e+33       1.272374594491e+34       1.360153293297e+44       3.330230044335e+44       7.332457494827e-07       1.194638012970e+01 
       9.133072029615e+13       9.061867402009e-26       5.074980435893e-09       1.799609081771e+22       1.321021285723e+04       1.446415052284e-10       1.206498255517e+18       2.930070562683e-09       1.915866588467e+44       2.076707478787e+33       1.246024487272e+34       1.322726258581e+44       3.238592847193e+44       7.943495619395e-07       1.102742781203e+01 
       9.069584935070e+13       9.189177577140e-26       5.111360223964e-09       1.774676649522e+22       1.321021285723e+04       1.456539957650e-10       1.198111475190e+18       2.950581056622e-09       1.863148114988e+44       2.033700124691e+33       1.220220074815e+34       1.286329095228e+44       3.149477210359e+44       8.554533743963e-07       1.023975439688e+01 
       9.006539160943e+13       9.318276332921e-26       5.145921022631e-09       1.750089640168e+22       1.321021285723e+04       1.466735737354e-10       1.189782994231e+18       2.971235124018e-09       1.811880283983e+44       1.991583426850e+33       1.194950056110e+34       1.250933464499e+44       3.062813748622e+44       9.165571868531e-07       9.557104103755e+00 
       8.943931639467e+13       9.449188797122e-26       5.182300810702e-09       1.725843268094e+22       1.321021285723e+04       1.477002887515e-10       1.181512407379e+18       2.992033769886e-09       1.762023178446e+44       1.950338940313e+33       1.170203364188e+34       1.216511807445e+44       2.978534986027e+44       9.776609993100e-07       8.959785097270e+00 
       8.881759324197e+13       9.581940450532e-26       5.218680598773e-09       1.701932813991e+22       1.321021285723e+04       1.487341907728e-10       1.173299312194e+18       3.012978006275e-09       1.713537979758e+44       1.909948602112e+33       1.145969161267e+34       1.183037323447e+44       2.896575303339e+44       1.038764811767e-06       8.432738915077e+00 
       8.820019189868e+13       9.716557131921e-26       5.255060386844e-09       1.678353623929e+22       1.321021285723e+04       1.497753301082e-10       1.165143309030e+18       3.034068852319e-09       1.666386937466e+44       1.870394723352e+33       1.122236834011e+34       1.150483949358e+44       2.816870886955e+44       1.099868624224e-06       7.964253419795e+00 
       8.758708232243e+13       9.853065043067e-26       5.291440174915e-09       1.655101108456e+22       1.321021285723e+04       1.508237574190e-10       1.157044001023e+18       3.055307334285e-09       1.620533339885e+44       1.831659981464e+33       1.098995988879e+34       1.118826339200e+44       2.739359679213e+44       1.160972436680e-06       7.545082187174e+00 
       8.697823467967e+13       9.991490753857e-26       5.329638952389e-09       1.632170741706e+22       1.321021285723e+04       1.518795237209e-10       1.149000994065e+18       3.076694485625e-09       1.575941485518e+44       1.793727412621e+33       1.076236447573e+34       1.088039844439e+44       2.663981330082e+44       1.222076249137e-06       7.167828077815e+00 
       8.637361934426e+13       1.013186120746e-25       5.366018740460e-09       1.609558060514e+22       1.321021285723e+04       1.529426803869e-10       1.141013896787e+18       3.098231347024e-09       1.532576655259e+44       1.756580404304e+33       1.053948242583e+34       1.058100494785e+44       2.590677150167e+44       1.283180061594e-06       6.826502931252e+00 
       8.577320689599e+13       1.027420372556e-25       5.404217517935e-09       1.587258663550e+22       1.321021285723e+04       1.540132791497e-10       1.133082320543e+18       3.119918966453e-09       1.490405085360e+44       1.720202688031e+33       1.032121612819e+34       1.028984979536e+44       2.519390065016e+44       1.344283874051e-06       6.516207343468e+00 
       8.517696811915e+13       1.041854601370e-25       5.442416295409e-09       1.565268210462e+22       1.321021285723e+04       1.550913721037e-10       1.125205879388e+18       3.141758399218e-09       1.449393941140e+44       1.684578332229e+33       1.010746999337e+34       1.000670629424e+44       2.450064570683e+44       1.405387686507e-06       6.232893980708e+00 
       8.458487400114e+13       1.056491616665e-25       5.480615072884e-09       1.543582421029e+22       1.321021285723e+04       1.561770117084e-10       1.117384190057e+18       3.163750708013e-09       1.409511291427e+44       1.649691735259e+33       9.898150411555e+33       9.731353989678e+43       2.382646690510e+44       1.466491498964e-06       5.973190064845e+00 
       8.399689573103e+13       1.071334267387e-25       5.518813850358e-09       1.522197074332e+22       1.321021285723e+04       1.572702507904e-10       1.109616871954e+18       3.185896962969e-09       1.370726083688e+44       1.615527618583e+33       9.693165711498e+33       9.463578493044e+43       2.317083933105e+44       1.527595311421e-06       5.734262462251e+00 
       8.341300469814e+13       1.086385442510e-25       5.557012627833e-09       1.501108007929e+22       1.321021285723e+04       1.583711425459e-10       1.101903547124e+18       3.208198241709e-09       1.333008119857e+44       1.582071020071e+33       9.492426120427e+33       9.203171315009e+43       2.253325251469e+44       1.588699123878e-06       5.513713906010e+00 
       8.283317249071e+13       1.101648071591e-25       5.595211405307e-09       1.480311117046e+22       1.321021285723e+04       1.594797405437e-10       1.094243840242e+18       3.230655629401e-09       1.296328032822e+44       1.549307287451e+33       9.295843724706e+33       8.949929703194e+43       2.191321003250e+44       1.649802936335e-06       5.309502279862e+00 
       8.225737089444e+13       1.117125125349e-25       5.635229172185e-09       1.459802353778e+22       1.321021285723e+04       1.605960987275e-10       1.086637378592e+18       3.253270218807e-09       1.260657263558e+44       1.517222071890e+33       9.103332431338e+33       8.703656484313e+43       2.131022912096e+44       1.710906748791e-06       5.119877198438e+00 
       8.168557189121e+13       1.132819616235e-25       5.673427949660e-09       1.439577726301e+22       1.321021285723e+04       1.617202714186e-10       1.079083792048e+18       3.276043110338e-09       1.225968038894e+44       1.485801321710e+33       8.914807930257e+33       8.464159910651e+43       2.072384030063e+44       1.772010561248e-06       4.943329708837e+00 
       8.111774765760e+13       1.148734599024e-25       5.713445716538e-09       1.419633298097e+22       1.321021285723e+04       1.628523133186e-10       1.071582713056e+18       3.298975412110e-09       1.192233349885e+44       1.455031276235e+33       8.730187657412e+33       8.231253510774e+43       2.015358701065e+44       1.833114373705e-06       4.778552051875e+00 
       8.055387056366e+13       1.164873171405e-25       5.753463483416e-09       1.399965187182e+22       1.321021285723e+04       1.639922795118e-10       1.064133776620e+18       3.322068239995e-09       1.159426930788e+44       1.424898459766e+33       8.549390758599e+33       8.004755944340e+43       1.959902525322e+44       1.894218186161e-06       4.624405211492e+00 
       7.999391317146e+13       1.181238474590e-25       5.793481250294e-09       1.380569565359e+22       1.321021285723e+04       1.651402254684e-10       1.056736620278e+18       3.345322717675e-09       1.127523238606e+44       1.395389675676e+33       8.372338054057e+33       7.784490860910e+43       1.905972324795e+44       1.955321998618e-06       4.479892548633e+00 
       7.943784823382e+13       1.197833693920e-25       5.835318006575e-09       1.361442657464e+22       1.321021285723e+04       1.662962070467e-10       1.049390884089e+18       3.368739976698e-09       1.096497433204e+44       1.366492000632e+33       8.198952003793e+33       7.570286762638e+43       1.853526109563e+44       2.016425811075e-06       4.344138228977e+00 
       7.888564869297e+13       1.214662059485e-25       5.875335773453e-09       1.342580740639e+22       1.321021285723e+04       1.674602804960e-10       1.042096210615e+18       3.392321156535e-09       1.066325357967e+44       1.338192778936e+33       8.029156673615e+33       7.361976870749e+43       1.802523045135e+44       2.077529623532e-06       4.216369457537e+00 
       7.833728767921e+13       1.231726846759e-25       5.917172529735e-09       1.323980143602e+22       1.321021285723e+04       1.686325024595e-10       1.034852244901e+18       3.416067404630e-09       1.036983520993e+44       1.310479616981e+33       7.862877701886e+33       7.159398995680e+43       1.752923420652e+44       2.138633435988e-06       4.095901758750e+00 
       7.779273850965e+13       1.249031377229e-25       5.959009286016e-09       1.305637245934e+22       1.321021285723e+04       1.698129299767e-10       1.027658634459e+18       3.439979876463e-09       1.008449076800e+44       1.283340377825e+33       7.700042266952e+33       6.962395410803e+43       1.704688617970e+44       2.199737248445e-06       3.982126709896e+00 
       7.725197468684e+13       1.266579019048e-25       5.999027052894e-09       1.287548477376e+22       1.321021285723e+04       1.710016204865e-10       1.020515029255e+18       3.464059735598e-09       9.806998085426e+43       1.256763175875e+33       7.540579055252e+33       6.770812729620e+43       1.657781081592e+44       2.260841060902e-06       3.874501663682e+00 
       7.671496989756e+13       1.284373187686e-25       6.042682798579e-09       1.269710317131e+22       1.321021285723e+04       1.721986318299e-10       1.013421081683e+18       3.488308153747e-09       9.537141107086e+43       1.230736371681e+33       7.384418230085e+33       6.584501786331e+43       1.612164289428e+44       2.321944873359e-06       3.772541093586e+00 
       7.618169801148e+13       1.302417346600e-25       6.084519554861e-09       1.252119293181e+22       1.321021285723e+04       1.734040222527e-10       1.006376446557e+18       3.512726310823e-09       9.274709723012e+43       1.205248566838e+33       7.231491401026e+33       6.403317519703e+43       1.567802724356e+44       2.383048685815e-06       3.675809270673e+00 
       7.565213307992e+13       1.320715007902e-25       6.126356311142e-09       1.234771981611e+22       1.321021285723e+04       1.746178504085e-10       9.993807810894e+17       3.537315394998e-09       9.019499604785e+43       1.180288598996e+33       7.081731593974e+33       6.227118860116e+43       1.524661846573e+44       2.444152498272e-06       3.583914038906e+00 
       7.512624933457e+13       1.339269733048e-25       6.170012056828e-09       1.217665005943e+22       1.321021285723e+04       1.758401753614e-10       9.924337448752e+17       3.562076602763e-09       8.771312046443e+43       1.155845536970e+33       6.935073221822e+33       6.055768619735e+43       1.482708066699e+44       2.505256310729e-06       3.496501501372e+00 
       7.460402118627e+13       1.358085133528e-25       6.213667802513e-09       1.200795036476e+22       1.321021285723e+04       1.770710565889e-10       9.855349998761e+17       3.587011138982e-09       8.529953809772e+43       1.131908675955e+33       6.791452055732e+33       5.889133385689e+43       1.441908719625e+44       2.566360123185e-06       3.413251465625e+00 
       7.408542322370e+13       1.377164871568e-25       6.255504558794e-09       1.184158789641e+22       1.321021285723e+04       1.783105539850e-10       9.786842104033e+17       3.612120216955e-09       8.295236973852e+43       1.108467532834e+33       6.650805197005e+33       5.727083416202e+43       1.402232039083e+44       2.627463935642e-06       3.333873524564e+00 
       7.357043021222e+13       1.396512660849e-25       6.300979293883e-09       1.167753027359e+22       1.321021285723e+04       1.795587278629e-10       9.718810431016e+17       3.637405058473e-09       8.066978788740e+43       1.085511841589e+33       6.513071049537e+33       5.569492539571e+43       1.363647132907e+44       2.688567748099e-06       3.258103671733e+00 
       7.305901709257e+13       1.416132267221e-25       6.344635039568e-09       1.151574556417e+22       1.321021285723e+04       1.808156389579e-10       9.651251669330e+17       3.662866893882e-09       7.845001533182e+43       1.063031548807e+33       6.378189292842e+33       5.416238055934e+43       1.326123958986e+44       2.749671560555e-06       3.185701367917e+00 
       7.255115897971e+13       1.436027509443e-25       6.388290785253e-09       1.135620227836e+22       1.321021285723e+04       1.820813484306e-10       9.584162531609e+17       3.688506962139e-09       7.629132376241e+43       1.041016809273e+33       6.246100855635e+33       5.267200641731e+43       1.289633301870e+44       2.810775373012e-06       3.116446990354e+00 
       7.204683116158e+13       1.456202259923e-25       6.433765520342e-09       1.119886936269e+22       1.321021285723e+04       1.833559178697e-10       9.517539753336e+17       3.714326510874e-09       7.419203242731e+43       1.019457981660e+33       6.116747889962e+33       5.122264256804e+43       1.254146750025e+44       2.871879185469e-06       3.050139607580e+00 
       7.154600909790e+13       1.476660445473e-25       6.479240255430e-09       1.104371619388e+22       1.321021285723e+04       1.846394092947e-10       9.451380092687e+17       3.740326796450e-09       7.215050682352e+43       9.983456243104e+32       5.990073745863e+33       4.981316054045e+43       1.219636673710e+44       2.932982997926e-06       2.986595032422e+00 
       7.104866841896e+13       1.497406048071e-25       6.522896001115e-09       1.089071257294e+22       1.321021285723e+04       1.859318851598e-10       9.385680330374e+17       3.766509084024e-09       7.016515742429e+43       9.776704910943e+32       5.866022946566e+33       4.844246291535e+43       1.186076203465e+44       2.994086810382e-06       2.925644113393e+00 
       7.055478492449e+13       1.518443105640e-25       6.570189725608e-09       1.073982871927e+22       1.321021285723e+04       1.872334083559e-10       9.320437269488e+17       3.792874647612e-09       6.823443844155e+43       9.574235273648e+32       5.744541164189e+33       4.710948247100e+43       1.153439209192e+44       3.055190622839e-06       2.867131231126e+00 
       7.006433458241e+13       1.539775712831e-25       6.615664460696e-09       1.059103526484e+22       1.321021285723e+04       1.885440422144e-10       9.255647735340e+17       3.819424770145e-09       6.635684662230e+43       9.375958659913e+32       5.625575195948e+33       4.581318135214e+43       1.121700279810e+44       3.116294435296e-06       2.810912971692e+00 
       6.957729352772e+13       1.561408021821e-25       6.661139195785e-09       1.044430324850e+22       1.321021285723e+04       1.898638505099e-10       9.191308575313e+17       3.846160743536e-09       6.453092007824e+43       9.181788234759e+32       5.509072940856e+33       4.455255026196e+43       1.090834703466e+44       3.177398247752e-06       2.756856953006e+00 
       6.909363806129e+13       1.583344243119e-25       6.708432920277e-09       1.029960411036e+22       1.321021285723e+04       1.911928974635e-10       9.127416658702e+17       3.873083868740e-09       6.275523714753e+43       8.991638961508e+32       5.394983376905e+33       4.332660767623e+43       1.060818448301e+44       3.238502060209e-06       2.704840784081e+00 
       6.861334464875e+13       1.605588646391e-25       6.755726644769e-09       1.015690968618e+22       1.321021285723e+04       1.925312477457e-10       9.063968876566e+17       3.900195455821e-09       6.102841528786e+43       8.805427564539e+32       5.283256538724e+33       4.213439907913e+43       1.031628143732e+44       3.299605872666e-06       2.654751139932e+00 
       6.813638991932e+13       1.628145561284e-25       6.803020369262e-09       1.001619220193e+22       1.321021285723e+04       1.938789664799e-10       9.000962141575e+17       3.927496824012e-09       5.934911000004e+43       8.623072492820e+32       5.173843495692e+33       4.097499622000e+43       1.003241062261e+44       3.360709685123e-06       2.606482937387e+00 
       6.766275066466e+13       1.651019378274e-25       6.850314093754e-09       9.877424268389e+21       1.321021285723e+04       1.952361192453e-10       8.938393387860e+17       3.954989301779e-09       5.771601378117e+43       8.444493884189e+32       5.066696330514e+33       3.984749639068e+43       9.756351017777e+43       3.421813497579e-06       2.559938599220e+00 
       6.719240383780e+13       1.674214549519e-25       6.897607818246e-09       9.740578875766e+21       1.321021285723e+04       1.966027720800e-10       8.876259570864e+17       3.982674226892e-09       5.612785510660e+43       8.269613530385e+32       4.961768118231e+33       3.875102172262e+43       9.487887683502e+43       3.482917310036e-06       2.515027395725e+00 
       6.672532655193e+13       1.697735589725e-25       6.946720532142e-09       9.605629388489e+21       1.321021285723e+04       1.979789914846e-10       8.814557667193e+17       4.010552946479e-09       5.458339743996e+43       8.098354842789e+32       4.859012905673e+33       3.768471850337e+43       9.226811594900e+43       3.544021122493e-06       2.471664854420e+00 
       6.626149607938e+13       1.721587077025e-25       6.995833246037e-09       9.472549540004e+21       1.321021285723e+04       1.993648444250e-10       8.753284674472e+17       4.038626817104e-09       5.308143827036e+43       7.930642818887e+32       4.758385691332e+33       3.664775651191e+43       8.972919478782e+43       3.605124934949e-06       2.429772229769e+00 
       6.580088985043e+13       1.745773653870e-25       7.044945959933e-09       9.341313427660e+21       1.321021285723e+04       2.007603983359e-10       8.692437611194e+17       4.066897204824e-09       5.162080817613e+43       7.766404009423e+32       4.659842405654e+33       3.563932837222e+43       8.726013655379e+43       3.666228747406e-06       2.389276025939e+00 
       6.534348545226e+13       1.770300027933e-25       7.094058673829e-09       9.211895507675e+21       1.321021285723e+04       2.021657211243e-10       8.632013516578e+17       4.095365485257e-09       5.020036991434e+43       7.605566486230e+32       4.563339891738e+33       3.465864892466e+43       8.485901884432e+43       3.727332559863e-06       2.350107566498e+00 
       6.488926062786e+13       1.795170973025e-25       7.143171387725e-09       9.084270590156e+21       1.321021285723e+04       2.035808811722e-10       8.572009450425e+17       4.124033043654e-09       4.881901753529e+43       7.448059810728e+32       4.468835886437e+33       3.370495461467e+43       8.252397215517e+43       3.788436372320e-06       2.312202605748e+00 
       6.443819327494e+13       1.820391330025e-25       7.192284101620e-09       8.958413834201e+21       1.321021285723e+04       2.050059473404e-10       8.512422492974e+17       4.152901274959e-09       4.747567552147e+43       7.293815003079e+32       4.376289001847e+33       3.277750289824e+43       8.025317842481e+43       3.849540184776e-06       2.275500977085e+00 
       6.399026144483e+13       1.845966007820e-25       7.243215804920e-09       8.834300743064e+21       1.321021285723e+04       2.064409889718e-10       8.453249744760e+17       4.181971583883e-09       4.616929795014e+43       7.142764511976e+32       4.285658707186e+33       3.187557166376e+43       7.804486961890e+43       3.910643997233e-06       2.239946274319e+00 
       6.354544334144e+13       1.871899984264e-25       7.294147508219e-09       8.711907159384e+21       1.321021285723e+04       2.078860758946e-10       8.394488326475e+17       4.211245384970e-09       4.489886767898e+43       6.994842185058e+32       4.196905311035e+33       3.099845866985e+43       7.589732635372e+43       3.971747809690e-06       2.205485562406e+00 
       6.310371732019e+13       1.898198307143e-25       7.345079211518e-09       8.591209260485e+21       1.321021285723e+04       2.093412784258e-10       8.336135378823e+17       4.240724102664e-09       4.366339555415e+43       6.849983239938e+32       4.109989943963e+33       3.014548099850e+43       7.380887655745e+43       4.032851622146e-06       2.172069114491e+00 
       6.266506188699e+13       1.924866095160e-25       7.396010914817e-09       8.472183553741e+21       1.321021285723e+04       2.108066673748e-10       8.278188062387e+17       4.270409171383e-09       4.246191964015e+43       6.708124235837e+32       4.024874541502e+33       2.931597452343e+43       7.177789416827e+43       4.093955434603e-06       2.139650172484e+00 
       6.222945569711e+13       1.951908538930e-25       7.448761607520e-09       8.354806871998e+21       1.321021285723e+04       2.122823140464e-10       8.220643557484e+17       4.300302035582e-09       4.129350447082e+43       6.569203045791e+32       3.941521827474e+33       2.850929339296e+43       6.980279786838e+43       4.155059247060e-06       2.108184728771e+00 
       6.179687755423e+13       1.979330901994e-25       7.499693310820e-09       8.239056369071e+21       1.321021285723e+04       2.137682902447e-10       8.163499064036e+17       4.330404149830e-09       4.015724032103e+43       6.433158829451e+32       3.859895297670e+33       2.772480952719e+43       6.788204985272e+43       4.216163059517e-06       2.077631326905e+00 
       6.136730640936e+13       2.007138521835e-25       7.552444003522e-09       8.124909515292e+21       1.321021285723e+04       2.152646682765e-10       8.106751801426e+17       4.360716978879e-09       3.905224249834e+43       6.299932006434e+32       3.779959203860e+33       2.696191212894e+43       6.601415463169e+43       4.277266871974e-06       2.047950879378e+00 
       6.094072135984e+13       2.035336810928e-25       7.605194696225e-09       8.012344093130e+21       1.321021285723e+04       2.167715209544e-10       8.050399008367e+17       4.391241997731e-09       3.797765065421e+43       6.169464230231e+32       3.701678538139e+33       2.622000720819e+43       6.419765786671e+43       4.338370684430e-06       2.019106500796e+00 
       6.051710164830e+13       2.063931257785e-25       7.659764378332e-09       7.901338192860e+21       1.321021285723e+04       2.182889216011e-10       7.994437942768e+17       4.421980691714e-09       3.693262811410e+43       6.041698362653e+32       3.625019017592e+33       2.549851711962e+43       6.243114523795e+43       4.399474496887e-06       1.991063354952e+00 
       6.009642666167e+13       2.092927428025e-25       7.712515071034e-09       7.791870208305e+21       1.321021285723e+04       2.198169440523e-10       7.938865881597e+17       4.452934556556e-09       3.591636122609e+43       5.916578448810e+32       3.549947069286e+33       2.479688011285e+43       6.071324134308e+43       4.460578309344e-06       1.963788514473e+00 
       5.967867593016e+13       2.122330965461e-25       7.767084753141e-09       7.683918832628e+21       1.321021285723e+04       2.213556626606e-10       7.883680120751e+17       4.484105098451e-09       3.492805872730e+43       5.794049692602e+32       3.476429815561e+33       2.411454989505e+43       5.904260862641e+43       4.521682121801e-06       1.937250831845e+00 
       5.926382912628e+13       2.152147593195e-25       7.821654435247e-09       7.577463054181e+21       1.321021285723e+04       2.229051522993e-10       7.828877974927e+17       4.515493834140e-09       3.396695112788e+43       5.674058432723e+32       3.404435059634e+33       2.345099520564e+43       5.741794633748e+43       4.582785934257e-06       1.911420820754e+00 
       5.885186606383e+13       2.182383114731e-25       7.876224117354e-09       7.472482152424e+21       1.321021285723e+04       2.244654883654e-10       7.774456777484e+17       4.547102290978e-09       3.303229011184e+43       5.556552119161e+32       3.333931271497e+33       2.280569940256e+43       5.583798951829e+43       4.643889746714e-06       1.886270546797e+00 
       5.844276669695e+13       2.213043415110e-25       7.930793799460e-09       7.368955693882e+21       1.321021285723e+04       2.260367467839e-10       7.720413880322e+17       4.578932007015e-09       3.212334795445e+43       5.441479290184e+32       3.264887574111e+33       2.217816006014e+43       5.430150801840e+43       4.704993559171e-06       1.861773526709e+00 
       5.803651111912e+13       2.244134462049e-25       7.987182470970e-09       7.266863528177e+21       1.321021285723e+04       2.276190040114e-10       7.666746653746e+17       4.610984531063e-09       3.123941695563e+43       5.328789549800e+32       3.197273729880e+33       2.156788857779e+43       5.280730553714e+43       4.766097371628e-06       1.837904635341e+00 
       5.763307956218e+13       2.275662307106e-25       8.041752153076e-09       7.166185784098e+21       1.321021285723e+04       2.292123370395e-10       7.613452486341e+17       4.643261422780e-09       3.037980888888e+43       5.218433545687e+32       3.131060127412e+33       2.097440979967e+43       5.135421869220e+43       4.827201184085e-06       1.814640019704e+00 
       5.723245239541e+13       2.307633086858e-25       8.098140824586e-09       7.066902865739e+21       1.321021285723e+04       2.308168233988e-10       7.560528784847e+17       4.675764252739e-09       2.954385446553e+43       5.110362947580e+32       3.066217768548e+33       2.039726164468e+43       4.994111611379e+43       4.888304996542e-06       1.791957019458e+00 
       5.683461012454e+13       2.340053024095e-25       8.154529496096e-09       6.968995448682e+21       1.321021285723e+04       2.324325411626e-10       7.507972974029e+17       4.708494602508e-09       2.873090281354e+43       5.004530426105e+32       3.002718255663e+33       1.983599474670e+43       4.856689756375e+43       4.949408808998e-06       1.769834093292e+00 
       5.643953339081e+13       2.372928429030e-25       8.212737157010e-09       6.872444476237e+21       1.321021285723e+04       2.340595689507e-10       7.455782496553e+17       4.741454064725e-09       2.794032097079e+43       4.900889632051e+32       2.940533779230e+33       1.929017210474e+43       4.723049307896e+43       5.010512621455e-06       1.748250750692e+00 
       5.604720297002e+13       2.406265700529e-25       8.269125828519e-09       6.777231155732e+21       1.321021285723e+04       2.356979859333e-10       7.403954812863e+17       4.774644243177e-09       2.717149339222e+43       4.799395176070e+32       2.879637105642e+33       1.875936874264e+43       4.593086213822e+43       5.071616433912e-06       1.727187488635e+00 
       5.565759977161e+13       2.440071327355e-25       8.327333489433e-09       6.683336954855e+21       1.321021285723e+04       2.373478718349e-10       7.352487401056e+17       4.808066752879e-09       2.642382147061e+43       4.700002608801e+32       2.820001565280e+33       1.824317137823e+43       4.466699285213e+43       5.132720246369e-06       1.706625732818e+00 
       5.527070483775e+13       2.474351889433e-25       8.385541150346e-09       6.590743598048e+21       1.321021285723e+04       2.390093069377e-10       7.301377756758e+17       4.841723220149e-09       2.569672307045e+43       4.602668401401e+32       2.761601040841e+33       1.774117810153e+43       4.343790117521e+43       5.193824058826e-06       1.686547783021e+00 
       5.488649934235e+13       2.509114059127e-25       8.445567800663e-09       6.499433062948e+21       1.321021285723e+04       2.406823720863e-10       7.250623393007e+17       4.875615282689e-09       2.498963207475e+43       4.507349926484e+32       2.704409955891e+33       1.725299806183e+43       4.224263013974e+43       5.254927871283e-06       1.666936762288e+00 
       5.450496459022e+13       2.544364602544e-25       8.503775461577e-09       6.409387576882e+21       1.321021285723e+04       2.423671486909e-10       7.200221840126e+17       4.909744589667e-09       2.430199794423e+43       4.414005439453e+32       2.648403263672e+33       1.677825116337e+43       4.108024911069e+43       5.316031683740e-06       1.647776569619e+00 
